nodId,animalId,nodNumber,sex,strain,motherId,fatherId,cleanDiagnosis,cause,numSnvs,numIndels,sisterExchanges,den1sig,den2sig,spont1sig,spont2sig,cosineSigFit,knownDriver,cloneType,cellularityBin
91217_N2,91217,N2,Male,c3h,87418;87419,81568,DN,DEN,60869,868,28,0.8674829173,0.1316981482,0.0003717503,0.0004471842,0.998604008488093,Hras;Hras,clonal,0.795
91217_N1,91217,N1,Male,c3h,87418;87419,81568,DN,DEN,51581,909,30,0.7387124689,0.2380717588,0.0230805502,0.0001352222,0.993890943750179,Hras,clonal,0.795
91217_N3,91217,N3,Male,c3h,87418;87419,81568,DN,DEN,127773,1076,0,0.4411882036,0.5584567593,0.0002202106,0.0001348266,0.99601510007512,Hras;Hras,WGD,0.395
91218_N1,91218,N1,Male,c3h,87418;87419,81568,DN,DEN,71015,854,36,0.9080585468,0.088096925,0.0030526061,0.0007919221,0.998661200158336,Hras,clonal,0.795
91218_N2,91218,N2,Male,c3h,87418;87419,81568,DN,DEN,56534,505,35,0.928114983,0.0713630791,0.0003891535,0.0001327844,0.997412898568249,Hras,clonal,0.595
91218_N3,91218,N3,Male,c3h,87418;87419,81568,DN,DEN,29896,489,21,0.783024873,0.17981894,0.035809643,0.001346545,0.998010603994145,Braf,clonal,0.665
91218_N5,91218,N5,Male,c3h,87418;87419,81568,DN,DEN,51469,643,21,0.8890044815,0.1102453573,0.0004653325,0.0002848288,0.998563078556577,Hras,clonal,0.665
91218_N6,91218,N6,Male,c3h,87418;87419,81568,DN,DEN,53112,777,20,0.8874570806,0.1119205893,0.0003278832,0.0002944469,0.998361722873115,Hras,clonal,0.795
91414_N1,91414,N1,Male,c3h,87533;87915,87441,DN,DEN,40490,657,25,0.552996169,0.431690162,0.014276539,0.001037129,0.998104523045058,Braf,clonal,0.145
91414_N2,91414,N2,Male,c3h,87533;87915,87441,DN,DEN,42891,1013,26,0.776575065,0.2119046,0.009149489,0.002370846,0.99733152758824,Braf,clonal,0.795
91415_N2,91415,N2,Male,c3h,87533;87915,87441,DN,DEN,49287,658,26,0.7531802361,0.2344269275,0.0007421418,0.0116506946,0.996776860390479,Hras,clonal,0.595
91415_N3,91415,N3,Male,c3h,87533;87915,87441,DN,DEN,57509,626,32,0.8217001927,0.172289149,0.005722693,0.0002879653,0.997199404790782,Braf,clonal,0.665
91539_N1,91539,N1,Male,c3h,87531;87532,87453,DN,DEN,71065,844,27,0.9513883,0.04767568,0.000859329,7.669867e-05,0.997604838105344,Braf,clonal,0.795
91540_N1,91540,N1,Male,c3h,87531;87532,87453,DN,DEN,73777,581,31,0.9332832,0.06443193,0.002216011,6.884181e-05,0.997319920929249,Braf,clonal,0.395
91539_N3,91539,N3,Male,c3h,87531;87532,87453,DN,DEN,93258,1255,24,0.1372215923,0.8625992087,0.0001104101,6.8789e-05,0.988817188609736,Braf,clonal,0.795
91539_N4,91539,N4,Male,c3h,87531;87532,87453,DN,DEN,68260,1085,25,0.5983283007,0.3919564884,0.0095929951,0.0001222158,0.989725394134881,Hras,clonal,0.795
91539_N5,91539,N5,Male,c3h,87531;87532,87453,DN,DEN,53359,1028,26,0.8514228218,0.1339176824,0.0002834397,0.014376056,0.997165340253158,Braf,clonal,0.795
91598_N1,91598,N1,Male,c3h,87098;87099,87449,DN,DEN,64089,1272,19,0.8798465267,0.1194282441,0.0002736982,0.000451531,0.997864255237499,Braf,clonal,0.795
91599_N2,91599,N2,Male,c3h,87098;87099,87449,DN,DEN,101074,1509,63,0.0849271876,0.914730733,0.0002180664,0.000124013,0.987884157262054,Hras,clonal,0.795
91599_N3,91599,N3,Male,c3h,87098;87099,87449,DN,DEN,58468,614,35,0.9401335363,0.0592482566,0.0003273362,0.0002908709,0.997853066966913,Egfr,clonal,0.665
91603_N1,91603,N1,Male,c3h,87098;87099,87449,DN,DEN,110032,698,46,0.8879950836,0.1116432107,0.0001736539,0.0001880518,0.997743782740387,Braf;Hras,clonal,0.295
91604_N1,91604,N1,Male,c3h,87098;87099,87449,DN,DEN,52784,1069,22,0.9001884828,0.0986694384,0.0003308329,0.0008112459,0.998635232709516,Hras,clonal,0.795
91605_N1,91605,N1,Male,c3h,87098;87099,87449,DN,DEN,61317,1130,40,0.8410983406,0.1442638178,0.0138662452,0.0007715963,0.997833887716773,Hras,clonal,0.745
91611_N1,91611,N1,Male,c3h,87182;87183,87452,DN,DEN,69851,1001,30,0.8272930474,0.1718360886,0.0001898713,0.0006809928,0.99694766526365,"",clonal,0.665
91612_N2,91612,N2,Male,c3h,87182;87183,87452,DN,DEN,63403,1224,23,0.8708374903,0.1247854859,0.0038817743,0.0004952495,0.997382764898675,Hras,clonal,0.795
91613_N1,91613,N1,Male,c3h,87182;87183,87452,DN,DEN,43451,933,22,0.8846556304,0.0879749356,0.0272166901,0.0001527439,0.993257481134808,Hras,clonal,0.595
91613_N2,91613,N2,Male,c3h,87182;87183,87452,DN,DEN,53177,1194,11,0.8262183626,0.1596740995,0.0004995457,0.0136079922,0.997512875065866,Hras,clonal,0.795
91615_N2,91615,N2,Male,c3h,87182;87183,87452,DN,DEN,67182,776,24,0.944895,0.04165373,0.01337709,7.417263e-05,0.996864493518513,Egfr,clonal,0.795
91615_N3,91615,N3,Male,c3h,87182;87183,87452,DN,DEN,53317,718,24,0.9261037862,0.0732018038,0.0005848972,0.0001095127,0.996901979806527,Hras,clonal,0.595
91615_N4,91615,N4,Male,c3h,87182;87183,87452,DN,DEN,43326,711,16,0.8171589961,0.1812464028,0.0006136767,0.0009809243,0.997210278011479,Hras,clonal,0.655
91615_N5,91615,N5,Male,c3h,87182;87183,87452,DN,DEN,56003,403,50,0.9482838528,0.0514151352,0.000176639,0.0001243729,0.996325709105042,Egfr;Hras,clonal,0.495
91615_N6,91615,N6,Male,c3h,87182;87183,87452,DN,DEN,63252,577,25,0.9291512245,0.0702698287,0.0002153191,0.0003636278,0.998461845977437,Egfr;Egfr,clonal,0.595
91615_N7,91615,N7,Male,c3h,87182;87183,87452,DN,DEN,52286,607,23,0.9408149751,0.058687116,0.0003272098,0.0001706991,0.997258446546896,Hras,clonal,0.495
91615_N8,91615,N8,Male,c3h,87182;87183,87452,DN,DEN,48561,784,44,0.9122003,0.08730505,0.0004047042,8.990921e-05,0.994737857552636,"",clonal,0.795
91618_N1,91618,N1,Male,c3h,87100;87181,87450,DN,DEN,51900,654,19,0.8598780844,0.1341209799,0.0005539825,0.0054469532,0.998047679998707,Kras,clonal,0.595
91618_N2,91618,N2,Male,c3h,87100;87181,87450,DN,DEN,52331,792,18,0.8256094106,0.1720729134,0.0003864142,0.0019312619,0.997166200436145,Hras,clonal,0.795
91618_N3,91618,N3,Male,c3h,87100;87181,87450,DN,DEN,48597,509,18,0.8366740624,0.1623472657,0.0007169209,0.000261751,0.998063747292069,Braf,clonal,0.795
91619_N1,91619,N1,Male,c3h,87100;87181,87450,DN,DEN,78331,905,37,0.8965950848,0.1025883896,0.0006741094,0.0001424162,0.999121543421387,Hras,clonal,0.795
91620_N1,91620,N1,Male,c3h,87100;87181,87450,DN,DEN,67937,573,27,0.8720922519,0.1272640153,0.0002837588,0.000359974,0.998025051961226,Hras,clonal,0.495
91620_N2,91620,N2,Male,c3h,87100;87181,87450,DN,DEN,73435,778,19,0.8835158717,0.1130331457,0.0001788939,0.0032720887,0.996443968269535,Braf;Hras,clonal,0.665
91622_N1,91622,N1,Male,c3h,87100;87181,87450,DN,DEN,67869,805,26,0.8862020605,0.1128777127,0.0001579092,0.0007623176,0.997599280199096,Hras,clonal,0.795
91604_C1,91604,C1,Male,c3h,87098;87099,87449,DN,DEN,47130,1118,29,0.905734881,0.09188169,0.001511963,0.000871466,0.99885130934773,Braf,clonal,0.795
91835_N1,91835,N1,Male,c3h,87414,87448,DN,DEN,56000,1354,49,0.9353080002,0.0456286966,0.018936903,0.0001264002,0.994085620520886,Hras,clonal,0.795
91835_N2,91835,N2,Male,c3h,87414,87448,DN,DEN,41316,967,13,0.8784992282,0.1159230411,0.0002743435,0.0053033872,0.996654284444777,Hras,clonal,0.655
91837_N1,91837,N1,Male,c3h,87866;87867,84995,DN,DEN,53604,744,22,0.8547280808,0.1444386303,0.0005766809,0.0002566081,0.999042511346965,Hras,clonal,0.795
91837_N2,91837,N2,Male,c3h,87866;87867,84995,DN,DEN,79502,677,35,0.08392293,0.908444,0.00754015,9.295023e-05,0.992868299161554,Hras,clonal,0.745
91837_N3,91837,N3,Male,c3h,87866;87867,84995,DN,DEN,59948,657,40,0.9528598593,0.0465971154,0.0001782763,0.0003647489,0.995087583099196,Braf,clonal,0.795
91837_N4,91837,N4,Male,c3h,87866;87867,84995,DN,DEN,105217,669,45,0.8226123799,0.176955284,0.0002121506,0.0002201855,0.998882441414822,"",clonal,0.495
91837_N5,91837,N5,Male,c3h,87866;87867,84995,DN,DEN,72558,928,14,0.721471778,0.251854153,0.026344985,0.000329084,0.996787117078698,Braf,clonal,0.795
91837_N6,91837,N6,Male,c3h,87866;87867,84995,DN,DEN,63779,903,14,0.8718411841,0.1249892062,0.0024162959,0.0007533138,0.998723817896508,Hras,clonal,0.795
91838_N1,91838,N1,Male,c3h,87866;87867,84995,DN,DEN,49622,797,14,0.9012939652,0.0978307079,0.0006247205,0.0002506064,0.999152430786781,Braf;Hras,clonal,0.795
91838_N2,91838,N2,Male,c3h,87866;87867,84995,DN,DEN,84273,849,21,0.3063190782,0.6934468515,0.0001821346,5.19357e-05,0.987460656133206,Hras,clonal,0.595
91838_N3,91838,N3,Male,c3h,87866;87867,84995,DN,DEN,68208,745,21,0.8834689157,0.1152466281,0.0004044409,0.0008800152,0.999160765230851,Hras,clonal,0.795
91838_N4,91838,N4,Male,c3h,87866;87867,84995,DN,DEN,35306,888,37,0.8885783701,0.0967508687,0.0004994041,0.0141713571,0.997063086772992,Hras,clonal,0.795
91839_N1,91839,N1,Male,c3h,87866;87867,84995,DN,DEN,42592,631,15,0.870983989,0.126197707,0.001052575,0.001765729,0.99832432989306,Braf,clonal,0.745
91839_N2,91839,N2,Male,c3h,87866;87867,84995,DN,DEN,68594,986,39,0.9120616599,0.0873243266,0.0002598666,0.000354147,0.998485801037999,Hras,clonal,0.795
91839_N3,91839,N3,Male,c3h,87866;87867,84995,DN,DEN,66749,1113,47,0.9663339,0.03341323,0.0001638958,8.894086e-05,0.991530379500319,Hras,clonal,0.795
91842_N1,91842,N1,Male,c3h,87866;87867,84995,DN,DEN,88114,746,37,0.601934881,0.3892506984,0.0003076162,0.0085068044,0.996456617767925,Braf,clonal,0.795
91842_N2,91842,N2,Male,c3h,87866;87867,84995,DN,DEN,20325,534,31,0.55623251,0.38897733,0.04293986,0.0118503,0.996442891053684,Hras,clonal,0.795
91842_N3,91842,N3,Male,c3h,87866;87867,84995,DN,DEN,80204,746,25,0.8016186893,0.185229492,0.0001352407,0.013016578,0.996620068595237,Braf,clonal,0.795
91842_N4,91842,N4,Male,c3h,87866;87867,84995,DN,DEN,26150,814,10,0.672196162,0.293014331,0.005590112,0.029199395,0.995132994926794,Braf,clonal,0.795
91842_N5,91842,N5,Male,c3h,87866;87867,84995,DN,DEN,49545,778,15,0.7601732539,0.2310910619,0.0002999698,0.0084357144,0.996649554487508,Braf,clonal,0.655
91930_N1,91930,N1,Male,c3h,87572,86567,DN,DEN,67730,993,22,0.9326995228,0.0662537215,0.0008637795,0.0001829762,0.997060521026001,Egfr,clonal,0.795
91930_N2,91930,N2,Male,c3h,87572,86567,DN,DEN,70382,859,17,0.833195633,0.15356944,0.010019651,0.003215276,0.997273878458935,Egfr;Braf;Braf,clonal,0.745
91931_N2,91931,N2,Male,c3h,87572,86567,DN,DEN,65156,772,27,0.8411773539,0.1530898912,0.0005140391,0.0052187159,0.997858534213839,Braf,clonal,0.795
91931_N3,91931,N3,Male,c3h,87572,86567,DN,DEN,53383,573,21,0.9373909986,0.0597709465,0.0026711771,0.0001668779,0.996611781263137,Braf,clonal,0.495
91931_N4,91931,N4,Male,c3h,87572,86567,DN,DEN,72928,1015,43,0.5492425188,0.4463432134,0.0003104233,0.0041038444,0.996945873934758,Braf,clonal,0.745
91931_N5,91931,N5,Male,c3h,87572,86567,DN,DEN,67371,683,27,0.91695019,0.0824786394,0.0003632712,0.0002078995,0.997207147213683,Braf,clonal,0.745
91931_N6,91931,N6,Male,c3h,87572,86567,DN,DEN,64817,1266,26,0.9037615766,0.0946680185,0.0002663755,0.0013040294,0.998692188902079,Hras,clonal,0.745
91932_N1,91932,N1,Male,c3h,87572,86567,DN,DEN,58090,592,22,0.8795700306,0.1180615461,0.0020224388,0.0003459845,0.999089026398966,Hras,clonal,0.495
89985_N3,89985,N3,Male,c3h,84409,81568,DN,DEN,71268,573,36,0.823410354,0.173538932,0.001676196,0.001374517,0.998367377668078,Braf,clonal,0.665
90004_N1,90004,N1,Male,c3h,87487,87441,DN,DEN,79014,687,32,0.9006698,0.09904124,0.0001912037,9.773033e-05,0.996646964872985,Hras,clonal,0.595
90004_N2,90004,N2,Male,c3h,87487,87441,DN,DEN,61862,697,22,0.817049324,0.18078202,0.001017613,0.001151043,0.997678727263243,Braf,clonal,0.795
90446_N1,90446,N1,Male,c3h,86566,87452,DN,DEN,30767,779,17,0.779107232,0.202826521,0.010694546,0.007371701,0.997426473253134,Hras,clonal,0.795
90446_N2,90446,N2,Male,c3h,86566,87452,DN,DEN,43267,728,18,0.8589449545,0.126764003,0.0140508734,0.0002401691,0.997349681815594,Braf,clonal,0.795
90447_N1,90447,N1,Male,c3h,86566,87452,DN,DEN,100268,778,46,0.8966816,0.08799552,0.01525151,7.141374e-05,0.99595883246959,Hras,clonal,0.495
90447_N3,90447,N3,Male,c3h,86566,87452,DN,DEN,76942,1003,21,0.8964057866,0.102615053,0.000733437,0.0002457233,0.997423915848797,Hras,clonal,0.795
90721_N1,90721,N1,Male,c3h,86692;86693,84995,DN,DEN,65311,879,23,0.8736218226,0.1234836541,0.0026915668,0.0002029564,0.998871613855367,Braf,clonal,0.745
90732_N1,90732,N1,Male,c3h,86763;86764,86567,DN,DEN,54019,843,17,0.8717671049,0.1177746493,0.0098971675,0.0005610783,0.99842680679204,Egfr,clonal,0.795
90732_N2,90732,N2,Male,c3h,86763;86764,86567,DN,DEN,46309,786,33,0.884096521,0.100830138,0.010661217,0.004412123,0.998975847470773,Hras,clonal,0.745
90791_N2,90791,N2,Male,c3h,86690;86691,81567,DN,DEN,61157,894,24,0.810624715,0.165907635,0.0227711211,0.0006965289,0.997987526484745,Braf,clonal,0.665
90803_N2,90803,N2,Male,c3h,86766,86568,DN,DEN,54323,551,19,0.8706732086,0.1232371942,0.0006614913,0.0054281059,0.998952244494589,Hras,clonal,0.495
90803_N3,90803,N3,Male,c3h,86766,86568,DN,DEN,13892,581,6,0.734778847,0.2020874725,0.062296558,0.0008371225,0.995359093718825,Hras,clonal,0.795
90803_N4,90803,N4,Male,c3h,86766,86568,DN,DEN,68237,946,47,0.8687146281,0.1101453598,0.0210085082,0.0001315039,0.998090848378373,Hras,clonal,0.795
90887_N2,90887,N2,Male,c3h,86765,86568,DN,DEN,114333,651,9,0.9461641,0.05364099,0.0001501829,4.469358e-05,0.996268578153096,Egfr;Hras,WGD,0.245
90887_N4,90887,N4,Male,c3h,86765,86568,DN,DEN,51785,610,32,0.93816614,0.0593196191,0.0023931766,0.0001210643,0.99684456424751,Hras;Hras,clonal,0.495
91113_N5,91113,N5,Male,c3h,87420;87421,87442,DN,DEN,40493,666,22,0.9147192242,0.0828612482,0.0017003501,0.0007191775,0.998489868154093,Braf,clonal,0.795
91114_N1,91114,N1,Male,c3h,87420;87421,87442,DN,DEN,51256,915,24,0.8928980652,0.0907974172,0.0161477674,0.0001567501,0.996335745414236,Braf,clonal,0.595
91945_N1,91945,N1,Male,c3h,87910;87911,86569,DN,DEN,65807,945,20,0.8608158917,0.1384669822,0.0005016795,0.0002154467,0.999176450931407,Braf,clonal,0.795
91416_N2,91416,N2,Male,c3h,87533;87915,87441,DN,DEN,65148,905,39,0.763235803,0.221265812,0.002192586,0.013305799,0.996183240981221,Hras,clonal,0.795
91599_N1,91599,N1,Male,c3h,87098;87099,87449,DN,DEN,52465,708,37,0.9224088019,0.0770480226,0.0003867829,0.0001563927,0.998626040189638,Hras;Hras,clonal,0.795
91619_N2,91619,N2,Male,c3h,87100;87181,87450,DN,DEN,86392,1002,34,0.9052017839,0.0931454441,0.0001857357,0.0014670363,0.997573543172107,Braf;Hras,clonal,0.595
91620_N3,91620,N3,Male,c3h,87100;87181,87450,DN,DEN,65544,988,42,0.920051648,0.037486137,0.041337389,0.001124826,0.995846866540371,Braf,clonal,0.665
91620_N4,91620,N4,Male,c3h,87100;87181,87450,DN,DEN,92037,1101,36,0.2230118694,0.7763937681,0.0001720904,0.0004222721,0.992603165456227,Braf,clonal,0.795
91620_N5,91620,N5,Male,c3h,87100;87181,87450,DN,DEN,70823,589,25,0.8543803656,0.1443130618,0.0010367029,0.0002698696,0.998844355975302,Hras,clonal,0.495
91620_N6,91620,N6,Male,c3h,87100;87181,87450,DN,DEN,51864,692,28,0.810760598,0.17529099,0.001253371,0.012695041,0.994683127357021,Braf,clonal,0.795
91620_N7,91620,N7,Male,c3h,87100;87181,87450,DN,DEN,46856,560,25,0.789311982,0.200108122,0.008714006,0.00186589,0.997278774556004,Braf,clonal,0.795
91841_N2,91841,N2,Male,c3h,87866;87867,84995,DN,DEN,77695,454,45,0.9394593,0.06026974,0.0001974927,7.345156e-05,0.995850857835024,Hras,clonal,0.295
91948_N2,91948,N2,Male,c3h,87910;87911,86569,DN,DEN,58941,935,35,0.9532575305,0.0457804158,0.0005775581,0.0003844956,0.994518236067029,Hras,clonal,0.795
92104_N4,92104,N4,Male,c3h,87573,86567,DN,DEN,38705,969,21,0.771366794,0.218250845,0.002130525,0.008251836,0.998730376406017,Braf,clonal,0.795
92104_N5,92104,N5,Male,c3h,87573,86567,DN,DEN,36929,632,32,0.77882989,0.192346658,0.025745124,0.003078328,0.995908000481977,Braf,clonal,0.665
92105_N2,92105,N2,Male,c3h,87573,86567,DN,DEN,52741,565,17,0.809249066,0.139896784,0.046670789,0.004183361,0.998164177498685,Braf,clonal,0.495
92105_N5,92105,N5,Male,c3h,87573,86567,DN,DEN,29429,711,7,0.541713536,0.432442389,0.022219071,0.003625003,0.996848442307617,Braf,clonal,0.795
92105_N6,92105,N6,Male,c3h,87573,86567,DN,DEN,51687,583,27,0.917275082,0.081361472,0.001163516,0.00019993,0.99915649822265,Braf,clonal,0.665
92105_N7,92105,N7,Male,c3h,87573,86567,DN,DEN,42663,797,17,0.813612555,0.179843938,0.001636927,0.00490658,0.997803295741525,Hras,clonal,0.795
92186_N1,92186,N1,Male,c3h,84408,87439,DN,DEN,47738,563,23,0.3461547151,0.6513877051,0.0020977907,0.0003597891,0.997874275186821,Braf,clonal,0.195
92186_N3,92186,N3,Male,c3h,84408,87439,DN,DEN,46820,827,47,0.846367543,0.144263662,0.007726276,0.001642518,0.997566002927188,Braf,clonal,0.795
92186_N4,92186,N4,Male,c3h,84408,87439,DN,DEN,82767,479,41,0.9514121,0.04648334,0.002028238,7.635817e-05,0.996162455653928,Egfr,clonal,0.295
92186_N5,92186,N5,Male,c3h,84408,87439,DN,DEN,49255,989,17,0.8996443654,0.0977737482,0.0019786391,0.0006032473,0.998590352279723,Braf,clonal,0.795
92186_N6,92186,N6,Male,c3h,84408,87439,DN,DEN,121338,858,43,0.4902335,0.5093085,0.0003665768,9.139877e-05,0.997949343855327,Kras;Hras,clonal,0.395
92186_N7,92186,N7,Male,c3h,84408,87439,DN,DEN,48368,697,17,0.9507061087,0.045259379,0.0039192587,0.0001152536,0.996653519123851,Braf,clonal,0.795
92187_N1,92187,N1,Male,c3h,84408,87439,DN,DEN,77418,752,52,0.827641172,0.167174876,0.000373729,0.004810223,0.995430634434522,Braf,clonal,0.795
92187_N2,92187,N2,Male,c3h,84408,87439,DN,DEN,65211,894,72,0.799172588,0.194739206,0.00241223,0.003675976,0.997060540937318,Hras,clonal,0.795
92187_N3,92187,N3,Male,c3h,84408,87439,DN,DEN,89429,538,2,0.8862473,0.1135171,0.000161973,7.364057e-05,0.998656724093566,Hras,WGD,0.395
92187_N4,92187,N4,Male,c3h,84408,87439,DN,DEN,46250,871,20,0.9602352508,0.038630146,0.0010049087,0.0001296945,0.99536464255996,Egfr;Egfr;Egfr,clonal,0.795
92187_N5,92187,N5,Male,c3h,84408,87439,DN,DEN,67388,820,2,0.9410390357,0.0570621809,0.0017952914,0.0001034919,0.996554393107991,Hras,WGD,0.395
92187_N6,92187,N6,Male,c3h,84408,87439,DN,DEN,61427,750,44,0.80683039,0.17979793,0.01216784,0.00120383,0.996315459339738,Hras,clonal,0.795
92187_N7,92187,N7,Male,c3h,84408,87439,DN,DEN,86589,1073,29,0.35866744,0.58199769,0.05104487,0.00829,0.996225861020783,Braf,clonal,0.795
92188_N1,92188,N1,Male,c3h,84408,87439,DN,DEN,11876,750,4,0.82602017,0.12939995,0.04341202,0.00116786,0.996690160442204,Hras,clonal,0.665
92188_N2,92188,N2,Male,c3h,84408,87439,DN,DEN,66667,633,29,0.8811483371,0.1179135172,0.0006246097,0.0003135359,0.998683858075088,Hras,clonal,0.795
92188_N4,92188,N4,Male,c3h,84408,87439,DN,DEN,43042,594,17,0.8664506361,0.1219679362,0.0109664813,0.0006149464,0.998987320170717,Hras,clonal,0.795
92188_N6,92188,N6,Male,c3h,84408,87439,DN,DEN,58304,884,16,0.8843136478,0.1132184974,0.0016866441,0.0007812106,0.998398908530776,Egfr,clonal,0.795
92188_N7,92188,N7,Male,c3h,84408,87439,DN,DEN,42515,474,22,0.9717402087,0.0277748721,0.0003543997,0.0001305195,0.993962208448415,Egfr,clonal,0.395
92189_N1,92189,N1,Male,c3h,84408,87439,DN,DEN,56633,590,18,0.873402667,0.117607536,0.008877958,0.000111839,0.997517841754796,Hras,clonal,0.595
92189_N2,92189,N2,Male,c3h,84408,87439,DN,DEN,48212,750,35,0.925152818,0.065410702,0.009287603,0.000148877,0.997981903447337,Hras,clonal,0.665
92189_N6,92189,N6,Male,c3h,84408,87439,DN,DEN,56091,636,15,0.8828108027,0.1165020972,0.000214632,0.0004724682,0.994972423844084,"",clonal,0.795
92189_N7,92189,N7,Male,c3h,84408,87439,DN,DEN,68554,763,21,0.767193551,0.2147431802,0.0002406006,0.0178226682,0.995714566869543,Braf,clonal,0.665
92294_N1,92294,N1,Male,c3h,88708,87451,DN,DEN,11874,949,11,0.71253477,0.23431477,0.03532709,0.01782337,0.995293314745268,Braf,clonal,0.665
92294_N2,92294,N2,Male,c3h,88708,87451,DN,DEN,56690,920,24,0.9792308,0.02022061,0.0004757589,7.280777e-05,0.991657795119374,"",clonal,0.665
92105_N8,92105,N8,Male,c3h,87573,86567,DN,DEN,54019,705,52,0.9510464141,0.0479159836,0.0003428815,0.0006947208,0.997003429970346,Hras,clonal,0.795
93133_N1,93133,N1,Male,c3h,89545,87449,HCC,DEN,36494,824,11,0.793106405,0.190634597,0.015466699,0.000792299,0.996783977708613,Braf,clonal,0.795
93133_N4,93133,N4,Male,c3h,89545,87449,DN,DEN,74613,775,37,0.8002746195,0.1937219041,0.0051739359,0.0008295405,0.997554899155411,Braf,clonal,0.665
93091_N2,93091,N2,Male,c3h,88884,87925,DN,DEN,32790,527,11,0.725087936,0.247907188,0.025941264,0.001063612,0.994548601135115,Hras,clonal,0.195
93091_N4,93091,N4,Male,c3h,88884,87925,DN,DEN,70422,654,35,0.8343343231,0.1631736455,0.0002448423,0.0022471891,0.996845656985414,Braf,clonal,0.665
93091_N5,93091,N5,Male,c3h,88884,87925,DN,DEN,61888,910,25,0.8984997,0.046264,0.05516124,7.504066e-05,0.991965814343038,Egfr;Braf,clonal,0.665
93091_N6,93091,N6,Male,c3h,88884,87925,DN,DEN,73738,996,26,0.77041894,0.217075155,0.008550612,0.003955293,0.99668758533982,Braf,clonal,0.795
93091_N7,93091,N7,Male,c3h,88884,87925,DN,DEN,27220,874,6,0.731166617,0.240607315,0.019649842,0.008576225,0.996248818219767,Kras;Kras,clonal,0.795
93092_N1,93092,N1,Male,c3h,88884,87925,DN,DEN,63539,783,38,0.8418386064,0.1563532073,0.0016044102,0.0002037761,0.998143543984762,Braf,clonal,0.665
93092_N2,93092,N2,Male,c3h,88884,87925,DN,DEN,84717,862,16,0.8404569141,0.1584185515,0.0006582153,0.0004663191,0.998532157890069,Hras,clonal,0.665
93092_N3,93092,N3,Male,c3h,88884,87925,DN,DEN,32548,832,8,0.945193007,0.038787904,0.0158232851,0.0001958039,0.995542518119927,Egfr,clonal,0.795
93092_N4,93092,N4,Male,c3h,88884,87925,DN,DEN,64829,560,17,0.7563599411,0.2424843186,0.0005963484,0.000559392,0.997273437561435,Braf,clonal,0.665
93092_N5,93092,N5,Male,c3h,88884,87925,DN,DEN,28392,633,19,0.663450421,0.284834053,0.048090393,0.003625133,0.993868530966526,Braf,clonal,0.795
93092_N6,93092,N6,Male,c3h,88884,87925,DN,DEN,29162,514,18,0.765642192,0.190351984,0.042730515,0.001275309,0.997173925024657,Braf,clonal,0.665
93092_N7,93092,N7,Male,c3h,88884,87925,DN,DEN,57895,567,30,0.860410871,0.1388663807,0.0006011418,0.0001216065,0.99913617391765,Hras,clonal,0.595
93092_N8,93092,N8,Male,c3h,88884,87925,DN,DEN,69432,611,37,0.973262,0.0263775,0.0002859352,7.452251e-05,0.995230893801218,Hras,clonal,0.665
93093_N1,93093,N1,Male,c3h,88884,87925,DN,DEN,57960,920,38,0.922635196,0.0747204083,0.0024232574,0.0002211384,0.998239917030618,Braf,clonal,0.795
93094_N1,93094,N1,Male,c3h,89069;89070,87453,DN,DEN,52831,971,35,0.9395627148,0.0597446468,0.0005841403,0.0001084981,0.996584055259497,Egfr,clonal,0.595
93094_N2,93094,N2,Male,c3h,89069;89070,87453,DN,DEN,50130,885,13,0.9506464965,0.0487601889,0.0004590039,0.0001343106,0.996311589826452,Hras,clonal,0.795
93096_N1,93096,N1,Male,c3h,89069;89070,87453,DN,DEN,45073,567,17,0.9626755979,0.0365683101,0.0005249237,0.0002311683,0.996610123114561,Egfr,clonal,0.745
93096_N3,93096,N3,Male,c3h,89069;89070,87453,DN,DEN,46491,514,26,0.765485215,0.225789599,0.005876564,0.002848623,0.997196046068684,Braf,clonal,0.795
91944_N3,91944,N3,Male,c3h,87910;87911,86569,DN,DEN,88083,408,59,0.8618836961,0.1376412519,0.000329149,0.0001459031,0.997449723231864,Braf,clonal,0.295
92057_N4,92057,N4,Male,c3h,87917,87924,DN,DEN,56984,744,24,0.779736561,0.212263802,0.00129617,0.006703467,0.995781121868133,Braf,clonal,0.795
92057_N5,92057,N5,Male,c3h,87917,87924,DN,DEN,47629,889,15,0.9286366146,0.0703527159,0.000254808,0.0007558615,0.996058327143217,Hras,clonal,0.795
92188_N5,92188,N5,Male,c3h,84408,87439,DN,DEN,54538,733,18,0.8751324583,0.1241467806,0.0003807355,0.0003400256,0.999159691217791,Hras,clonal,0.745
93096_N2,93096,N2,Male,c3h,89069;89070,87453,DN,DEN,59833,580,24,0.8210985016,0.17631509,0.002394831,0.0001915774,0.997581813791772,Egfr,clonal,0.595
93131_N3,93131,N3,Male,c3h,89545,87449,DN,DEN,108882,720,63,0.1310099505,0.8686801099,0.0002280955,8.18442e-05,0.99371803593337,Hras,clonal,0.595
93131_N6,93131,N6,Male,c3h,89545,87449,DN,DEN,55010,783,37,0.8731354,0.08953572,0.03724273,8.613079e-05,0.99515869654446,Braf,clonal,0.745
94316_N2,94316,N2,Male,c3h,90256;90257,86571,DN,DEN,80870,624,39,0.835176921,0.1636114712,0.0010629876,0.0001486202,0.998063616414047,Egfr;Braf,clonal,0.195
