nodId,animalId,nodNumber,sex,strain,motherId,fatherId,cleanDiagnosis,cause,numSnvs,numIndels,sisterExchanges,den1sig,den2sig,spont1sig,spont2sig,cosineSigFit,knownDriver,cloneType,cellularityBin
91932_N3,91932,N3,Male,c3h,87572,86567,DN,DEN,36222,661,15,0.77364979,0.1975624,0.01864254,0.01014528,0.99683508678823,Egfr;Braf,clonal,0.795
91932_N5,91932,N5,Male,c3h,87572,86567,DN,DEN,54896,616,22,0.9600549224,0.039026303,0.000770394,0.0001483806,0.993652032552448,Braf,clonal,0.665
91932_N6,91932,N6,Male,c3h,87572,86567,DN,DEN,39063,563,61,0.3698374427,0.5932497918,0.0363991393,0.0005136262,0.998221580311589,Hras,clonal,0.665
91932_N7,91932,N7,Male,c3h,87572,86567,DN,DEN,75992,570,2,0.9618873,0.03545643,0.002607284,4.900502e-05,0.992039099274048,"",WGD,0.395
91942_N2,91942,N2,Male,c3h,87910;87911,86569,DN,DEN,59079,867,34,0.7324936461,0.265410927,0.0002831205,0.0018123064,0.995055959706937,Braf,clonal,0.795
93096_N4,93096,N4,Male,c3h,89069;89070,87453,DN,DEN,38410,531,22,0.830083276,0.157358338,0.009293913,0.003264473,0.997738015129168,Hras,clonal,0.595
93096_N5,93096,N5,Male,c3h,89069;89070,87453,DN,DEN,67353,901,20,0.9143018,0.07491691,0.01068569,9.564701e-05,0.998101845886506,Egfr;Braf,clonal,0.795
93096_N6,93096,N6,Male,c3h,89069;89070,87453,DN,DEN,66991,694,30,0.9425342,0.05372436,0.003646296,9.511895e-05,0.997190251660392,Egfr,clonal,0.795
93097_N1,93097,N1,Male,c3h,89069;89070,87453,DN,DEN,49425,1053,22,0.95904893,0.04046572,0.000261403,0.000223947,0.994854078116881,Egfr,clonal,0.795
93098_N1,93098,N1,Male,c3h,89069;89070,87453,DN,DEN,52417,756,50,0.9733821306,0.0260618744,0.0004425734,0.0001134217,0.991984436677199,Egfr,clonal,0.795
93099_N1,93099,N1,Male,c3h,89279;89280,87450,DN,DEN,33487,849,38,0.9111309016,0.0567075318,0.0319838234,0.0001777433,0.996210691779732,Egfr,clonal,0.665
93099_N2,93099,N2,Male,c3h,89279;89280,87450,DN,DEN,74108,851,20,0.3316127,0.6664097,0.001891039,8.651116e-05,0.986652016832826,Braf,clonal,0.395
93100_N1,93100,N1,Male,c3h,89279;89280,87450,DN,DEN,68186,983,21,0.9008076541,0.0884600817,0.0106000371,0.0001322271,0.996492730732897,Hras,clonal,0.795
93100_N3,93100,N3,Male,c3h,89279;89280,87450,DN,DEN,78034,928,33,0.8703800358,0.1224097974,0.0068568745,0.0003532923,0.998216091929591,Braf,clonal,0.595
93100_N4,93100,N4,Male,c3h,89279;89280,87450,DN,DEN,61726,539,35,0.9602627,0.03943819,0.0002048508,9.422251e-05,0.996709374802304,Egfr,clonal,0.495
93129_N1,93129,N1,Male,c3h,89071,87452,DN,DEN,50741,892,39,0.8978922156,0.0938045072,0.0081186047,0.0001846725,0.997565384195606,Hras,clonal,0.745
93129_N2,93129,N2,Male,c3h,89071,87452,DN,DEN,57576,736,27,0.8707257,0.1157363,0.01343889,9.914096e-05,0.998115104487447,Kras;Hras,clonal,0.795
93129_N3,93129,N3,Male,c3h,89071,87452,DN,DEN,35198,516,11,0.807233496,0.189101588,0.002392258,0.001272657,0.997941144860091,Hras;Hras,clonal,0.665
93129_N4,93129,N4,Male,c3h,89071,87452,DN,DEN,46883,868,31,0.8429034595,0.155749151,0.0011062186,0.0002411709,0.997435937964799,Hras,clonal,0.745
93129_N6,93129,N6,Male,c3h,89071,87452,DN,DEN,32046,754,19,0.407787469,0.564060871,0.026392693,0.001758967,0.997745714771974,Braf,clonal,0.745
93129_N8,93129,N8,Male,c3h,89071,87452,DN,DEN,44361,907,14,0.7449734419,0.2512992461,0.0030596925,0.0006676195,0.9962992715079,Braf,clonal,0.745
93129_N9,93129,N9,Male,c3h,89071,87452,DN,DEN,46180,715,16,0.856713884,0.124762642,0.01750876,0.001014714,0.998364129679574,Hras,clonal,0.745
93129_N10,93129,N10,Male,c3h,89071,87452,DN,DEN,58847,641,21,0.8688241135,0.1167959822,0.0140947978,0.0002851065,0.998160183812695,Kras,clonal,0.495
93131_N1,93131,N1,Male,c3h,89545,87449,DN,DEN,56921,738,16,0.7678635421,0.2094455162,0.0002601457,0.022430796,0.994183348792784,Hras,clonal,0.795
93131_N2,93131,N2,Male,c3h,89545,87449,DN,DEN,76525,518,23,0.8324163439,0.1663840123,0.0010397673,0.0001598765,0.998344024491689,Braf,clonal,0.665
93131_N4,93131,N4,Male,c3h,89545,87449,DN,DEN,99004,1155,45,0.2099397,0.7838108,0.006176376,7.317193e-05,0.997282527660123,Braf,clonal,0.795
93131_N5,93131,N5,Male,c3h,89545,87449,DN,DEN,33475,597,11,0.8342514009,0.1637420523,0.0012512543,0.0007552925,0.997976232149573,Hras,clonal,0.745
93131_N7,93131,N7,Male,c3h,89545,87449,DN,DEN,26913,464,16,0.9107050471,0.0837517569,0.0052463605,0.0002968355,0.997211800197997,Hras,clonal,0.795
93131_N8,93131,N8,Male,c3h,89545,87449,DN,DEN,54686,872,16,0.924290948,0.0750497697,0.0003872942,0.0002719881,0.997928197028763,Braf,clonal,0.795
93132_N1,93132,N1,Male,c3h,89545,87449,DN,DEN,45961,751,21,0.5422761953,0.4408329453,0.0162465759,0.0006442836,0.995848073304132,"",clonal,0.665
93132_N2,93132,N2,Male,c3h,89545,87449,DN,DEN,66028,773,27,0.80313008,0.188702339,0.006683946,0.001483635,0.998597638577663,Braf,clonal,0.795
93241_N1,93241,N1,Male,c3h,89279;89280,87450,DN,DEN,49272,809,14,0.8182543207,0.1805866718,0.0007627854,0.0003962221,0.998074143238317,Hras,clonal,0.595
93241_N2,93241,N2,Male,c3h,89279;89280,87450,DN,DEN,37643,874,21,0.9072895557,0.0850413522,0.0072477187,0.0004213734,0.997785359193602,Hras,clonal,0.795
93242_N1,93242,N1,Male,c3h,89279;89280,87450,DN,DEN,81372,605,7,0.8673232549,0.1322163459,0.00028853,0.0001718692,0.998591653469964,Braf,WGD,0.295
93242_N2,93242,N2,Male,c3h,89279;89280,87450,DN,DEN,34865,807,7,0.854901341,0.137158611,0.001830002,0.006110046,0.99820809946554,Hras,clonal,0.795
93243_N1,93243,N1,Male,c3h,89279;89280,87450,DN,DEN,52840,839,25,0.9236443815,0.0758479361,0.0003655109,0.0001421714,0.996323928863714,Hras,clonal,0.795
93243_N2,93243,N2,Male,c3h,89279;89280,87450,DN,DEN,45688,790,29,0.8793024222,0.1196022842,0.0007568172,0.0003384764,0.998417052515816,Hras,clonal,0.595
93244_N1,93244,N1,Male,c3h,89279;89280,87450,DN,DEN,32173,503,18,0.9851018,0.0003043882,0.01451462,7.921964e-05,0.970137233475272,Egfr,clonal,0.665
93244_N2,93244,N2,Male,c3h,89279;89280,87450,DN,DEN,120603,722,0,0.869536055,0.1299700099,0.0002031526,0.0002907826,0.996423308371647,Hras,WGD,0.295
93244_N3,93244,N3,Male,c3h,89279;89280,87450,DN,DEN,40364,781,17,0.9079490677,0.0890528444,0.0025769313,0.0004211566,0.997271263711999,Hras,clonal,0.795
93244_N4,93244,N4,Male,c3h,89279;89280,87450,DN,DEN,53890,555,15,0.8831613525,0.1163529284,0.0002486942,0.000237025,0.998372101145425,Hras,clonal,0.665
93244_N5,93244,N5,Male,c3h,89279;89280,87450,DN,DEN,48357,663,21,0.908437808,0.065749275,0.0256976301,0.0001152869,0.99641547221188,Braf,clonal,0.665
93244_N6,93244,N6,Male,c3h,89279;89280,87450,DN,DEN,37428,718,64,0.9665598997,0.0327600689,0.0004684491,0.0002115823,0.994925652198089,Kras,clonal,0.795
93244_N8,93244,N8,Male,c3h,89279;89280,87450,DN,DEN,95106,1029,1,0.9038417562,0.0887243211,0.0073310354,0.0001028873,0.997554803017027,Hras,WGD,0.395
93256_N1,93256,N1,Male,c3h,89276;89277,87448,DN,DEN,65982,695,26,0.8751052898,0.119597652,0.0001732673,0.0051237909,0.995588283769371,Hras,clonal,0.795
93258_N1,93258,N1,Male,c3h,89276;89277,87448,DN,DEN,28519,429,12,0.729947159,0.254025101,0.007678039,0.008349701,0.99545487974835,Braf,clonal,0.795
93258_N2,93258,N2,Male,c3h,89276;89277,87448,DN,DEN,72817,886,36,0.2895516933,0.7079113742,0.0023796271,0.0001573054,0.997250462166082,Hras,clonal,0.795
93258_N3,93258,N3,Male,c3h,89276;89277,87448,DN,DEN,44398,571,18,0.9357972932,0.0635545947,0.0004934186,0.0001546935,0.996638457401506,Hras,clonal,0.665
93258_N5,93258,N5,Male,c3h,89276;89277,87448,DN,DEN,51092,643,24,0.9560194127,0.0435905964,0.000231772,0.0001582189,0.996242188858196,Hras,clonal,0.795
93258_N6,93258,N6,Male,c3h,89276;89277,87448,DN,DEN,88676,689,37,0.76131393,0.21329298,0.02418729,0.0012058,0.996870817095618,Egfr;Braf;Braf,clonal,0.665
93258_N7,93258,N7,Male,c3h,89276;89277,87448,DN,DEN,80855,906,30,0.7797210338,0.2055812191,0.01428398,0.0004137671,0.99673304834794,Hras,clonal,0.795
93258_N8,93258,N8,Male,c3h,89276;89277,87448,DN,DEN,71364,878,25,0.8190908578,0.1522079102,0.0285777095,0.0001235225,0.995819044940979,Hras,clonal,0.665
93258_N9,93258,N9,Male,c3h,89276;89277,87448,DN,DEN,98285,1270,27,0.5072911336,0.4924540205,0.0001171291,0.0001377168,0.994480931496209,Braf,clonal,0.795
93258_N10,93258,N10,Male,c3h,89276;89277,87448,DN,DEN,65386,701,33,0.771134181,0.211191015,0.010245893,0.007428912,0.99664068974594,Braf,clonal,0.795
93258_N11,93258,N11,Male,c3h,89276;89277,87448,DN,DEN,31731,723,44,0.394987823,0.582784585,0.015348622,0.006878971,0.998752189514764,Hras,clonal,0.595
93258_N12,93258,N12,Male,c3h,89276;89277,87448,DN,DEN,102343,848,27,0.001584545,0.9982694,9.244991e-05,5.357875e-05,0.982767249545057,Braf;Braf,clonal,0.395
93259_N1,93259,N1,Male,c3h,89276;89277,87448,DN,DEN,73359,529,31,0.8147453728,0.1820978788,0.002888207,0.0002685414,0.996557382969659,Egfr,clonal,0.495
93259_N2,93259,N2,Male,c3h,89276;89277,87448,DN,DEN,59478,636,30,0.9561129203,0.0435360447,0.0002201517,0.0001308833,0.995314776511412,Braf,clonal,0.665
93259_N3,93259,N3,Male,c3h,89276;89277,87448,DN,DEN,31876,657,10,0.769439725,0.201791898,0.026246841,0.002521536,0.996118189790685,Hras,clonal,0.795
93260_N1,93260,N1,Male,c3h,89276;89277,87448,DN,DEN,85447,585,32,0.8410491436,0.1584632226,0.0001695578,0.000318076,0.997195869946044,Braf,clonal,0.495
93260_N2,93260,N2,Male,c3h,89276;89277,87448,DN,DEN,45046,700,30,0.61433898,0.36315073,0.01837562,0.00413467,0.995802835235454,Braf,clonal,0.795
93260_N3,93260,N3,Male,c3h,89276;89277,87448,DN,DEN,72932,658,32,0.8565435656,0.1427609144,0.0001432438,0.0005522762,0.997030491832241,Braf,clonal,0.795
93260_N4,93260,N4,Male,c3h,89276;89277,87448,DN,DEN,38564,724,28,0.739933185,0.24394992,0.000792736,0.015324159,0.995488957649618,Kras,clonal,0.795
93260_N5,93260,N5,Male,c3h,89276;89277,87448,DN,DEN,78730,579,32,0.3910021361,0.6085333164,0.0002099625,0.0002545851,0.996992441818275,Braf,clonal,0.665
93260_N6,93260,N6,Male,c3h,89276;89277,87448,DN,DEN,66981,593,22,0.84242264,0.155590946,0.000251579,0.001734836,0.997799030452459,Braf,clonal,0.595
93260_N7,93260,N7,Male,c3h,89276;89277,87448,DN,DEN,41791,690,24,0.5412039313,0.4248857389,0.0334729702,0.0004373596,0.996537275199231,Egfr;Braf,clonal,0.665
93260_N8,93260,N8,Male,c3h,89276;89277,87448,DN,DEN,62339,784,27,0.8559827903,0.1334743053,0.0103180068,0.0002248977,0.997125866667786,Hras,clonal,0.795
94314_N3,94314,N3,Male,c3h,90256;90257,86571,DN,DEN,86300,656,3,0.8828385,0.1163222,0.0007455095,9.382825e-05,0.997824410561925,Hras,WGD,0.295
