87191_N2.hmm 0.0713655091230135 0.779069767441861 0.407894736842105 0.825 8399 103 34900 65 11263 68246 3009 1 0.00517173536717642 0.0272629134476336 0.0671095791000268 0.917758108030528 0.660100928540911 0.49663438101691 0.298354811844329 0.0901059944663924
88305_N2.hmm 0.0675102815564695 0.100635075720567 0.301369863013699 0.607142857142857 28641 0 32329 187 9496 0 71890 21341 0.0679614965310956 0.140816325793819 0.200044729356083 0.943780132750902 0.66612310416193 0.503309312466742 0.266884167271029 0.0607800651594793
88307_N7.hmm 0.0577905308464849 0.149659863945578 0.362068965517241 0.708333333333333 24596 67 36055 99 12238 25363 40812 28748 0.00324044525184615 0.0857894953782572 0.160318083123193 0.945285902220928 0.675381757684121 0.505227945038811 0.243152289594446 0.0525665617768591
88308_N2.hmm 0.0805429864253394 0.356939704209329 0.157894736842105 0.296296296296296 11048 10270 35232 16609 15224 43290 71144 0 0.0427872637254161 0.0765238509552214 0.105513688404604 0.847404413799254 0.60463611839229 0.427316646830898 0.255805850362408 0.11956971002704
88581_N2.hmm 0.0623188405797101 0.376190476190476 0.372881355932203 0.764705882352941 9856 211 23943 262 18995 14582 39040 15362 0.00362691011285396 0.0419944997636872 0.0835917378504511 0.932464328987485 0.719840864446697 0.501483904725084 0.325335791750235 0.0641262821422728
88625_N1.hmm 0.0451768897938407 0.0552036199095023 0.305555555555556 0.608695652173913 14914 98 17655 31 9800 0 0 56647 0.0673802182916139 0.120910191865867 0.220070151477851 0.964437300151105 0.682231553943299 0.493961325531449 0.265845461106403 0.0363267426001393
88626_N2.hmm 0.0914439813679823 0.0558882235528942 0.357798165137615 0.73469387755102 7346 12773 28042 6096 12241 31135 43074 7945 0.033457519878567 0.0645345971153816 0.110799943973346 0.918850360452369 0.795287155456538 0.512560926378789 0.333060555947282 0.10614603337731
89374_N2.hmm 0.0446678913274679 1.32674418604651 0.285714285714286 0.566666666666667 17032 403 46156 227 11482 100736 0 0 0.0108157715863597 0.0279837315087966 0.0286035828173984 0.891621290488734 0.695715588496516 0.497201217630036 0.266421639894351 0.110281796048561
89375_N1.hmm Inf 0.13265306122449 0.111111111111111 0.214285714285714 192 13624 17060 793 4514 47011 0 0 0.0242213328165987 0.0387955406325891 0.091321948191985 0.823978056536331 0.767762219587607 0.5023393306828 0.250553691976133 0.199732773016817
89484_N1.hmm 0.106995884773663 0.30188679245283 0.327272727272727 0.642857142857143 9841 190 23028 160 9695 16508 23904 14080 0.00619219983035607 0.053740523459775 0.101074332354533 0.901704827776329 0.648470702915689 0.489120510568484 0.375899819701042 0.0992329371511783
