subclonal	clonal	count	prop
A3	A3	1290	0.30518097941802697
A2	A2	877	0.2074757511237284
A3	A2	791	0.18713035249585994
A1	A2	450	0.10645848119233499
A1	A1	413	0.09770522829429856
A2	A1	331	0.07830612727702863
A2	A3	56	0.013248166548379466
A3	A1	16	0.003785190442394133
A1	A3	3	0.0007097232079489
