subclonal	clonal	count	prop
A2	A2	7279	0.46204138631458674
A1	A1	2466	0.15653167449536626
A1	A2	1884	0.119588675891837
A3	A3	1676	0.10638567982734544
A2	A1	1443	0.09159578519741018
A2	A3	773	0.04906690364351911
A1	A3	125	0.007934492827218484
A3	A2	100	0.006347594261774787
A3	A1	8	0.000507807540941983
