subclonal	clonal	count	prop
A3	A3	7025	0.3861375254218656
A2	A2	6848	0.37640850876710824
A1	A1	3095	0.1701203759687792
A3	A2	572	0.03144066399164514
A2	A3	378	0.020777222008464793
A2	A1	203	0.011158137745286649
A1	A2	57	0.0031330731600065958
A1	A3	15	0.000824492936843841
