subclonal	clonal	count	prop
A1	A1	2022	0.293852637698009
A3	A2	1364	0.1982270018892603
A2	A2	1359	0.197500363319285
A3	A3	1271	0.1847115244877198
A1	A2	540	0.07847696555733179
A2	A1	280	0.04069175991861648
A2	A3	24	0.0034878651358814126
A3	A1	21	0.003051881993896236
