subclonal	clonal	count	prop
A2	A2	4995	0.35032963950063123
A3	A3	3886	0.27254874456445505
A1	A1	2884	0.20227240847243652
A1	A2	1238	0.08682844718754383
A3	A2	694	0.048674428391078696
A2	A3	279	0.019567961845981204
A2	A1	158	0.011081498106326273
A1	A3	63	0.004418572029737691
A3	A1	61	0.00427829990180951
