subclonal	clonal	count	prop
A2	A2	7361	0.41788248651717286
A1	A1	6356	0.36082883905762136
A3	A3	3579	0.20317910871416406
A2	A1	119	0.006755606017598638
A3	A2	81	0.004598353675844451
A1	A2	60	0.0034061879080329264
A2	A3	46	0.0026114107294919102
A1	A3	10	0.0005676979846721544
A3	A1	3	0.00017030939540164632
