subclonal	clonal	count	prop
A2	A2	6902	0.23330967109488557
A1	A2	4805	0.16242436534496163
A3	A2	3997	0.13511138153669336
A1	A1	3958	0.13379305682317547
A2	A3	3238	0.10945475441976811
A2	A1	2880	0.09735320961362945
A3	A3	2071	0.07000642260757868
A1	A3	934	0.03157218672886455
A3	A1	798	0.02697495183044316
