subclonal	clonal	count	prop
A2	A2	6869	0.35963350785340314
A2	A1	4666	0.24429319371727748
A2	A3	2561	0.13408376963350785
A3	A3	2551	0.13356020942408378
A1	A1	1476	0.07727748691099476
A3	A2	528	0.02764397905759162
A1	A2	449	0.023507853403141363
