subclonal	clonal	count	prop
A1	A1	3968	0.31935613682092556
A2	A2	3753	0.3020523138832998
A3	A3	3299	0.26551307847082495
A3	A2	637	0.05126760563380282
A2	A1	286	0.023018108651911468
A1	A2	225	0.018108651911468814
A2	A3	203	0.016338028169014085
A3	A1	37	0.002977867203219316
A1	A3	17	0.0013682092555331992
