subclonal	clonal	count	prop
A2	A2	7091	0.34168553944008095
A1	A1	5242	0.2525899869898328
A3	A3	4591	0.2212210282850672
A3	A2	2338	0.11265841083216885
A1	A2	1063	0.05122151014311184
A2	A3	258	0.012431937551197416
A2	A1	80	0.0038548643569604395
A3	A1	74	0.0035657495301884066
A1	A3	16	0.0007709728713920879
