subclonal	clonal	count	prop
A2	A2	9039	0.43481816432557246
A1	A1	8135	0.39133153742543775
A3	A3	3063	0.14734462189724842
A1	A2	289	0.013902251298826246
A2	A1	109	0.0052434096594188954
A2	A3	90	0.004329420819703675
A3	A2	50	0.002405233788724264
A3	A1	13	0.0006253607850683087
