sample	emission_TtoN_subclon_A1	emission_TtoN_subclon_A2	emission_TtoN_subclon_A3	emission_TtoN_clon_A1	emission_TtoN_clon_A2	emission_TtoN_clon_A3	count_subclon_A1	count_subclon_A2	count_subclon_A3	count_clon_A1	count_clon_A2	count_clon_A3
91932_N1	0.6733338821701825	0.5175576131260341	0.33956270549462725	0.9670007382924671	0.4866499937282244	0.03407034826337476	982	3706	3400	9008	8491	5400
