subclonal	clonal	count	prop
A3	A3	4425	0.2341517620912266
A1	A1	4084	0.2161075246057784
A2	A2	3843	0.20335485236532966
A1	A2	3667	0.19404169753413059
A3	A2	2502	0.13239496242988677
A2	A1	176	0.009313154831199068
A2	A3	127	0.006720287861149328
A1	A3	66	0.0034924330616996507
A3	A1	8	0.0004233252195999577
