subclonal	clonal	count	prop
A3	A3	6362	0.29834927780904147
A1	A2	5700	0.26730444569499157
A1	A1	3844	0.1802663665353592
A2	A2	2465	0.1155974488838867
A3	A2	2148	0.10073157006190209
A2	A3	665	0.03118551866441568
A1	A3	140	0.006565372350403302
