subclonal	clonal	count	prop
A2	A2	6314	0.33121754183496827
A3	A3	4811	0.2523737082306038
A1	A1	3992	0.2094109006976866
A3	A2	2246	0.1178198604626764
A2	A1	825	0.04327755337564916
A1	A2	496	0.02601898966584483
A2	A3	342	0.017940513035723655
A3	A1	30	0.0015737292136599695
A1	A3	7	0.0003672034831873262
