subclonal	clonal	count	prop
A2	A2	5830	0.33342865313125536
A3	A3	4838	0.27669430940806405
A1	A2	2931	0.16762939662567916
A1	A1	2794	0.15979410923648843
A3	A2	407	0.023277094652559338
A2	A3	404	0.023105519016299685
A1	A3	167	0.009551043751787246
A2	A1	114	0.006519874177866743
