subclonal	clonal	count	prop
A2	A2	4982	0.45639428362037376
A1	A3	3130	0.2867350677903994
A3	A1	2322	0.21271528032246245
A1	A2	223	0.020428728471967753
A2	A1	102	0.00934408208134848
A2	A3	77	0.007053865884939539
A3	A2	53	0.004855258336386955
A1	A1	27	0.002473433492121656
