subclonal	clonal	count	prop
A1	A1	12540	0.32115965783947137
A2	A2	9153	0.2344158172412027
A1	A2	7276	0.1863443118373201
A3	A3	7105	0.18196486195769093
A3	A2	2427	0.062157455309122575
A2	A1	370	0.009476002663525072
A2	A3	79	0.0020232546227526506
A3	A1	59	0.0015110382625621063
A1	A3	37	0.0009476002663525073
