subclonal	clonal	count	prop
A2	A2	13636	0.31026166097838453
A3	A2	8711	0.19820250284414107
A3	A3	6762	0.1538566552901024
A1	A1	6171	0.14040955631399318
A2	A1	4680	0.10648464163822526
A1	A2	2291	0.052127417519908986
A2	A3	1398	0.03180887372013652
A3	A1	272	0.006188850967007963
A1	A3	29	0.0006598407281001138
