subclonal	clonal	count	prop
A2	A2	5988	0.34137164357790317
A1	A1	5707	0.32535203238127813
A3	A3	4315	0.24599509720084373
A3	A2	630	0.03591585428424833
A2	A3	373	0.0212644661079756
A1	A2	275	0.01567755544153697
A2	A1	191	0.010888774870303859
A3	A1	62	0.0035345761359101536
