sample	emission_TtoN_subclon_A1	emission_TtoN_subclon_A2	emission_TtoN_subclon_A3	emission_TtoN_clon_A1	emission_TtoN_clon_A2	emission_TtoN_clon_A3	count_subclon_A1	count_subclon_A2	count_subclon_A3	count_clon_A1	count_clon_A2	count_clon_A3
91414_N2	0.9231551404129276	0.5070198572312191	0.1011178343396126	0.9783768177649185	0.4903678597562867	0.025409283136991864	599	665	448	5960	6893	4688
