subclonal	clonal	count	prop
A2	A2	4997	0.4396058766605085
A3	A1	3906	0.3436262866191607
A1	A3	1437	0.1264185801002903
A2	A1	366	0.03219846925310108
A3	A2	256	0.022521333685229173
A2	A3	218	0.019178323216327967
A1	A2	185	0.016275182545966393
A3	A3	2	0.00017594791941585291
