subclonal	clonal	count	prop
A1	A1	8935	0.32838399059134843
A3	A2	5121	0.18820978352750928
A3	A3	3253	0.11955602925502591
A2	A2	2858	0.105038773935095
A2	A1	2698	0.09915836671689514
A1	A2	2539	0.09331471204380903
A2	A3	1011	0.03715682311000037
A3	A1	537	0.019736116726083282
A1	A3	257	0.009445404094233526
