sample	emission_TtoN_subclon_A1	emission_TtoN_subclon_A2	emission_TtoN_subclon_A3	emission_TtoN_clon_A1	emission_TtoN_clon_A2	emission_TtoN_clon_A3	count_subclon_A1	count_subclon_A2	count_subclon_A3	count_clon_A1	count_clon_A2	count_clon_A3
93258_N12	0.9609915146480762	0.5050526528720463	0.03403536593823038	0.976801117073105	0.5068000893359069	0.0196895420437943	1041	5372	1904	3014	15041	5273
