subclonal	clonal	count	prop
A1	A1	10059	0.5143163922691482
A2	A2	7345	0.3755496472031905
A3	A3	1745	0.08922180182022701
A1	A2	117	0.005982206769608344
A2	A3	106	0.005419777073320381
A2	A1	85	0.004346047653134268
A3	A2	85	0.004346047653134268
A3	A1	11	0.0005624296962879641
A1	A3	5	0.00025564986194907455
