subclonal	clonal	count	prop
A2	A2	25559	0.5285262308980748
A3	A3	12582	0.2601790773175624
A1	A1	9298	0.19227031162761843
A3	A2	290	0.005996815484191153
A2	A3	246	0.005086953824520772
A1	A2	194	0.004011662772183048
A2	A1	168	0.0034740172460141854
A3	A1	18	0.00037221613350151987
A1	A3	4	8.271469633367108e-05
