subclonal	clonal	count	prop
A2	A2	1190	0.5401724920562869
A1	A1	696	0.3159328188833409
A3	A3	239	0.10848842487517023
A1	A2	35	0.015887426236949616
A2	A1	33	0.014979573309123922
A3	A2	5	0.0022696323195642307
A2	A3	4	0.0018157058556513845
A3	A1	1	0.00045392646391284613
