subclonal	clonal	count	prop
A2	A2	3771	0.503874933190807
A2	A3	1159	0.1548637092463923
A1	A1	940	0.12560128273650453
A2	A1	819	0.10943345804382683
A3	A3	679	0.09072688401924105
A1	A2	83	0.011090326028861572
A3	A2	32	0.00427578834847675
A1	A3	1	0.00013361838588989844
