subclonal	clonal	count	prop
A2	A2	5313	0.3910355486862442
A3	A3	2781	0.20468094502097595
A1	A1	2085	0.1534555089423714
A3	A2	1787	0.1315227791271068
A2	A1	1032	0.07595495694413777
A1	A2	212	0.015603150069919776
A2	A3	175	0.01287995878413189
A3	A1	167	0.012291160668285861
A1	A3	35	0.002575991756826378
