subclonal	clonal	count	prop
A2	A2	2177	0.1861638447066872
A1	A2	1911	0.1634171369933299
A2	A3	1720	0.14708397468787412
A2	A1	1471	0.12579100393364118
A3	A3	1426	0.12194287668890029
A1	A3	1022	0.08739524542500428
A3	A2	846	0.07234479220112879
A1	A1	622	0.05318966991619634
A3	A1	499	0.042671455447237897
