subclonal	clonal	count	prop
A2	A2	11285	0.5326630793920514
A1	A1	6660	0.3143585386576041
A3	A3	2743	0.1294722930236949
A1	A2	283	0.013357877843859152
A3	A2	102	0.004814500141602946
A2	A1	56	0.0026432549797035776
A2	A3	55	0.002596053997923157
A3	A1	2	9.440196356084207e-05
