subclonal	clonal	count	prop
A1	A1	11731	0.36473587662842394
A2	A2	11715	0.36423841059602646
A3	A3	5061	0.15735472437272643
A1	A2	1310	0.0407300314025433
A2	A3	1237	0.03846034262972981
A2	A1	730	0.022696887728134812
A3	A2	324	0.010073687156048877
A3	A1	49	0.0015234897242172682
A1	A3	6	0.00018654976214905325
