subclonal	clonal	count	prop
A2	A2	10219	0.4409302726958923
A1	A1	6369	0.27481014842940976
A3	A3	6333	0.27325681739730756
A3	A2	85	0.0036675871591301348
A1	A2	69	0.002977217811529168
A2	A1	69	0.002977217811529168
A2	A3	30	0.0012944425267518121
A1	A3	1	4.3148084225060405e-05
A3	A1	1	4.3148084225060405e-05
