subclonal	clonal	count	prop
A2	A2	3661	0.4801941238195173
A2	A1	1026	0.1345750262329486
A2	A3	797	0.1045383001049318
A1	A2	617	0.0809286463798531
A3	A2	508	0.06663168940188877
A3	A3	397	0.05207240293809024
A1	A1	394	0.05167890870933893
A3	A1	204	0.026757607555089193
A1	A3	20	0.0026232948583420775
