subclonal	clonal	count	prop
A2	A2	566	0.3933287004864489
A3	A3	479	0.3328700486448923
A1	A1	265	0.1841556636553162
A1	A2	56	0.03891591382904795
A2	A1	29	0.020152883947185545
A2	A3	22	0.015288394718554551
A3	A2	21	0.014593467685892982
A3	A1	1	0.0006949270326615705
