sample	emission_TtoN_subclon_A1	emission_TtoN_subclon_A2	emission_TtoN_subclon_A3	emission_TtoN_clon_A1	emission_TtoN_clon_A2	emission_TtoN_clon_A3	count_subclon_A1	count_subclon_A2	count_subclon_A3	count_clon_A1	count_clon_A2	count_clon_A3
90802_N1	0.9584106726195633	0.5157605305608363	0.04846314572183554	0.9742859709237653	0.49626043071196946	0.0321172507014024	1231	2053	1008	6195	9537	4954
