sample	emission_TtoN_subclon_A1	emission_TtoN_subclon_A2	emission_TtoN_subclon_A3	emission_TtoN_clon_A1	emission_TtoN_clon_A2	emission_TtoN_clon_A3	count_subclon_A1	count_subclon_A2	count_subclon_A3	count_clon_A1	count_clon_A2	count_clon_A3
91932_N6	0.9324284733101696	0.48855568839551194	0.06751084169545175	0.9637788437464516	0.5049924176697832	0.04597925965213981	787	1199	743	2369	3495	2226
