sample	emission_TtoN_subclon_A1	emission_TtoN_subclon_A2	emission_TtoN_subclon_A3	emission_TtoN_clon_A1	emission_TtoN_clon_A2	emission_TtoN_clon_A3	count_subclon_A1	count_subclon_A2	count_subclon_A3	count_clon_A1	count_clon_A2	count_clon_A3
93098_N1	0.9602809474209143	0.5076343485366089	0.037837890348845216	0.9151598782513845	0.5027611192170744	0.08558530071024072	1616	4797	2381	3686	10823	5329
