subclonal	clonal	count	prop
A2	A2	18371	0.5197182301686093
A1	A1	9581	0.27104786692316396
A3	A3	6839	0.19347629285956772
A1	A2	218	0.006167251329636755
A3	A2	194	0.005488287880502433
A2	A1	67	0.0018954396288333145
A2	A3	67	0.0018954396288333145
A3	A1	11	0.00031119158085323074
