subclonal	clonal	count	prop
A2	A2	12466	0.26841504640096464
A2	A3	7641	0.16452425553904787
A1	A2	6646	0.14310014426285986
A1	A1	6191	0.13330318885515577
A1	A3	3957	0.08520121439183516
A2	A1	3888	0.08371552225308443
A3	A2	2962	0.06377710311564713
A3	A3	1743	0.03752987533105097
A3	A1	949	0.0204336498503542
