sample	emission_TtoN_subclon_A1	emission_TtoN_subclon_A2	emission_TtoN_subclon_A3	emission_TtoN_clon_A1	emission_TtoN_clon_A2	emission_TtoN_clon_A3	count_subclon_A1	count_subclon_A2	count_subclon_A3	count_clon_A1	count_clon_A2	count_clon_A3
93133_N4	0.9538943692136888	0.5380639514024969	0.039501902713754374	0.9649058130602319	0.4876749336481569	0.03378076838033452	702	1357	829	3697	7347	4909
