subclonal	clonal	count	prop
A3	A3	7781	0.42731616233730574
A2	A2	6243	0.3428524356087649
A1	A1	3736	0.20517326596737878
A3	A2	215	0.011807348014717996
A1	A2	144	0.007908177274973914
A2	A3	75	0.00411884233071558
A1	A3	8	0.0004393431819429952
A2	A1	7	0.00038442528420012083
