subclonal	clonal	count	prop
A2	A2	16208	0.28789655049912966
A2	A1	14638	0.26000923656257774
A2	A3	9786	0.17382500266439305
A3	A2	5154	0.09154854524139401
A3	A3	4625	0.08215211908060677
A3	A1	3344	0.059398202422821414
A1	A2	1833	0.03255888308643291
A1	A3	710	0.012611460442644499
