subclonal	clonal	count	prop
A2	A2	9961	0.3984240630374785
A1	A3	6981	0.27922883084676614
A3	A1	6436	0.25742970281188754
A2	A3	526	0.021039158433662653
A3	A2	501	0.020039198432062717
A2	A1	428	0.017119315227390904
A1	A2	85	0.0033998640054397826
A3	A3	67	0.0026798928042878283
A1	A1	16	0.000639974401023959
