subclonal	clonal	count	prop
A2	A2	7724	0.31835792597477536
A3	A3	4553	0.1876597147803149
A1	A2	3482	0.14351661033715274
A3	A2	3265	0.1345725826395186
A2	A1	2133	0.08791525842881873
A2	A3	1127	0.04645124062319677
A1	A3	1054	0.04344242024565163
A1	A1	915	0.0377132965130657
A3	A1	9	0.00037095045750556424
