subclonal	clonal	count	prop
A2	A2	4468	0.5014027606329255
A1	A1	2625	0.2945797329143755
A3	A3	1636	0.18359331163730222
A1	A2	86	0.00965099315452811
A2	A3	55	0.0061721467848726294
A3	A2	19	0.0021321961620469083
A2	A1	14	0.0015710919088766694
A3	A1	8	0.0008977668050723825
