subclonal	clonal	count	prop
A3	A2	7616	0.2977442433246022
A3	A3	5668	0.22158802142382422
A1	A1	5353	0.20927323194808242
A2	A2	4315	0.1686930685327808
A1	A2	2325	0.09089487470190391
A2	A3	143	0.0055905234762891436
A2	A1	124	0.0048477266507682085
A1	A3	34	0.0013292153719848313
A3	A1	1	3.909456976425974e-05
