subclonal	clonal	count	prop
A2	A2	5869	0.43046794777761477
A2	A1	3478	0.25509755024204195
A2	A3	2054	0.15065277981516798
A1	A2	834	0.06117060290450345
A1	A1	719	0.052735807539973596
A3	A3	520	0.038139944257004545
A3	A2	160	0.011735367463693707
