subclonal	clonal	count	prop
A1	A1	12490	0.5191620251059939
A2	A2	8310	0.3454152464876548
A3	A3	2891	0.12016792750852108
A2	A1	140	0.005819270097264943
A1	A2	125	0.005195776872557985
A3	A2	50	0.002078310749023194
A2	A3	40	0.001662648599218555
A1	A3	7	0.00029096350486324717
A3	A1	5	0.00020783107490231938
