subclonal	clonal	count	prop
A2	A2	6047	0.260556704584626
A2	A3	5621	0.24220096518441916
A1	A3	3891	0.16765770423991727
A1	A2	3516	0.1514994829369183
A2	A1	2532	0.10910031023784902
A3	A2	745	0.03210099965529128
A3	A3	662	0.02852464667356084
A1	A1	194	0.008359186487418131
