simulation,clone id,clone fitness,"birth, death rates",clone proportion,clone size
19188,ABBAA,1.0,"(0.5, 0.5, 0.0)",1.0,2
19192,ABABB,1.0,"(0.5, 0.5, 0.0)",1.0,14
19196,ABBAB,1.0,"(0.5, 0.5, 0.0)",1.0,2
19199,BBBBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.7976423271302937,108569447
19199,BBBBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.20235767286970632,27543499
19200,ABABB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.20305897915564436,20729217
19200,ABBAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.18764616170237444,19155804
19200,ABBBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.28432270611338367,29025001
19200,ABBBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.3249721530285975,33174688
19205,AAAAA,1.0,"(0.5, 0.5, 0.0)",1.0,10
19206,BBABA,1.0,"(0.5, 0.5, 0.0)",1.0,4
19211,AAAAB,1.0,"(0.5, 0.5, 0.0)",1.0,2
19214,BBAAB,1.0,"(0.5, 0.5, 0.0)",1.0,6
19217,AAABA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.22527720591843273,33537814
19217,AAABB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.38681271993709293,57586177
19217,AABAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.20327987778351606,30262994
19217,AABAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.18463019636095832,27486550
19227,AAAAA,1.0,"(0.5, 0.5, 0.0)",1.0,2
19229,AABAA,1.0,"(0.5, 0.5, 0.0)",1.0,6
19239,AABAB,1.0,"(0.5, 0.5, 0.0)",1.0,2
19240,ABBAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.21772405141652088,24078488
19240,ABBAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.27177899650018256,30056520
19240,ABBBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.2846938636093252,31484798
19240,ABBBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.22580308847397132,24971963
19241,AABAA,1.0,"(0.5, 0.5, 0.0)",1.0,2
19253,BBABA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.5046487541591952,54951383
19253,BBABB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.4953512458408048,53938974
19254,ABBAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.256184620524244,26152504
19254,ABBAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.07752920768713807,7914538
19254,ABBBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.3508371654654505,35815071
19254,ABBBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.31544897693577634,32202482
19254,BABAB,1.0,"(0.5, 0.5, 0.0)",2.938739103424789e-08,3
19260,ABBAA,1.0,"(0.5, 0.5, 0.0)",1.0,18
19268,BABBA,1.0,"(0.5, 0.5, 0.0)",1.0,14
19273,BBBAB,1.0,"(0.5, 0.5, 0.0)",1.0,6
19280,BABAB,1.0,"(0.5, 0.5, 0.0)",1.0,10
19281,BBAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.14686476901280432,15129299
19281,BBAAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.16926050958572908,17436400
19281,BBABA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.08151069479874366,8396838
19281,BBABB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.13461585448643976,13867475
19281,BBBAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.16125170847411802,16611372
19281,BBBBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.246479156870577,25391092
19281,BBBBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.060017306771588175,6182693
19289,BAAAA,1.0,"(0.5, 0.5, 0.0)",1.0,4
19292,ABAAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.3181904951531429,46016711
19292,ABABB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.12155198722334437,17578849
19292,ABBAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.23677195972991427,34241962
19292,ABBAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.04224553166071319,6109549
19292,ABBBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.13269598490195045,19190494
19292,ABBBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.14854404133093482,21482440
19306,ABAABBB,1.0,"(0.5, 0.5, 0.0)",1.0,4
19318,ABABB,1.0,"(0.5, 0.5, 0.0)",1.0,8
19324,AABAB,1.0,"(0.5, 0.5, 0.0)",1.0,6
19325,AABBB,1.0,"(0.5, 0.5, 0.0)",1.0,4
19332,BBABA,1.0,"(0.5, 0.5, 0.0)",1.0,14
19339,BAABB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.10007702358473901,13967644
19339,BABAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.1213854824818866,16941643
19339,BABAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.15051102451957452,21006664
19339,BABBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.06515471898801208,9093575
19339,BBAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.09146813102878142,12766110
19339,BBAAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.0628561129923041,8772761
19339,BBABA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.2245572634180446,31341219
19339,BBBBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.08573596737021838,11966078
19339,BBBBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.09825427561643928,13713245
19344,BAAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",1.0,102084710
19347,AABAA,1.0,"(0.5, 0.5, 0.0)",1.0,2
19353,ABABAB,1.6,"(0.8, 0.19999999999999996, 0.0)",1.0,104534743
19355,AABAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.6183404258989442,84164137
19355,AABBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.3816595741010558,51948809
19356,BAAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.004611384867180896,725734
19356,BAAAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.13397898126693125,21085445
19356,BAABA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.20952107810893633,32974166
19356,BABAB,1.0,"(0.5, 0.5, 0.0)",5.718688087457397e-08,9
19356,BABBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.4297698050765468,67636636
19356,BABBBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.14131522569631746,22240014
19356,BABBBAB,1.0,"(0.5, 0.5, 0.0)",5.019737321212603e-07,79
19356,BABBBAAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.03578861753975138,5632368
19356,BABBBAAAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.0450143482837229,7084302
19358,BABAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.7671056065453171,104413004
19358,BABAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.10118410044552265,13772466
19358,BABBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.1317102930091602,17927476
19370,ABBAA,1.0,"(0.5, 0.5, 0.0)",1.0,2
19377,BBAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.184835921125157,27674418
19377,BBABA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.019457043031528877,2913191
19377,BBBAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.47719801097539044,71448110
19377,BBBBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.3185090248679237,47688522
19386,ABABB,1.0,"(0.5, 0.5, 0.0)",1.0,2
19395,AABBB,1.0,"(0.5, 0.5, 0.0)",1.0,2
19400,ABABA,1.0,"(0.5, 0.5, 0.0)",1.0,2
19401,BBABB,1.0,"(0.5, 0.5, 0.0)",1.0,10
19403,AAAAA,1.0,"(0.5, 0.5, 0.0)",1.0,2
19410,BBAAA,1.0,"(0.5, 0.5, 0.0)",1.0,6
19415,AAAAA,1.0,"(0.5, 0.5, 0.0)",5.360327415569483e-07,57
19415,ABAAB,1.0,"(0.5, 0.5, 0.0)",2.539102460006597e-07,27
19415,BAABA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.6840863107507065,72743541
19415,BABBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.020783428214890223,2210043
19415,BABBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.2951294710914157,31383120
19420,BAABA,1.0,"(0.5, 0.5, 0.0)",1.0,2
19427,AAABB,1.0,"(0.5, 0.5, 0.0)",1.0,4
19431,ABBAB,1.0,"(0.5, 0.5, 0.0)",1.0,10
19440,BBAAA,1.0,"(0.5, 0.5, 0.0)",1.0,4
19445,AAABA,1.0,"(0.5, 0.5, 0.0)",1.0,6
19453,AABAB,1.0,"(0.5, 0.5, 0.0)",2.303010305456778e-08,3
19453,AABBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.09879604839358544,12869597
19453,AABBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.3627348014005588,47251391
19453,ABAAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.05593423228986419,7286233
19453,ABABA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.10221337023533748,13314752
19453,ABABB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.13271490699956917,17288013
19453,ABBBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.06092602248034379,7936485
19453,ABBBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.1479830976546458,19276913
19453,AABAABABAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.026968028052569343,3512971
19453,AABAABABAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.011729469463422935,1527931
19454,BBBAA,1.0,"(0.5, 0.5, 0.0)",1.0,2
19459,BAABB,1.0,"(0.5, 0.5, 0.0)",1.0,4
19463,BAAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.052015220505364446,6360888
19463,BBAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.16816452995864917,20564668
19463,BBAAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.1915548233191095,23425043
19463,BBBAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.15498206604479267,18952598
19463,BBBAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.1366425059985988,16709872
19463,BBBBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.05092652056328054,6227752
19463,BBBBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.24250854993264928,29656122
19463,BAAABA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.0032057836775555605,392032
19474,BAABB,1.6,"(0.8, 0.19999999999999996, 0.0)",1.0,156802114
19477,BBAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.13295892957993813,18380204
19477,BBAAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.10749618826966442,14860242
19477,BBABA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.06314485857106573,8729127
19477,BBABB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.2126268406333691,29393473
19477,BBBAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.13746578940692375,19003231
19477,BBBBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.17597923074361752,24327318
19477,BBBBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.17032816279542135,23546116
19493,AABAB,1.0,"(0.5, 0.5, 0.0)",1.0,4
19501,BAAAB,1.0,"(0.5, 0.5, 0.0)",1.0,12
19507,ABBAA,1.0,"(0.5, 0.5, 0.0)",1.0,8
19508,BBABA,1.0,"(0.5, 0.5, 0.0)",1.0,2
19531,AAABA,1.0,"(0.5, 0.5, 0.0)",1.0,10
19533,ABBAB,1.0,"(0.5, 0.5, 0.0)",1.0,2
19534,BBBBB,1.0,"(0.5, 0.5, 0.0)",1.0,14
19559,AABAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.19880470836425945,20294921
19559,AABAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.23865024448813146,24362541
19559,AABBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.5625450471476091,57427248
19566,BBBBB,1.0,"(0.5, 0.5, 0.0)",1.0,14
19570,AABAA,1.0,"(0.5, 0.5, 0.0)",1.0,2
19575,AABBA,1.0,"(0.5, 0.5, 0.0)",1.0,2
19583,BAAAA,1.0,"(0.5, 0.5, 0.0)",8.747877382227436e-08,10
19583,BBABA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.08369347105233335,9567289
19583,BBABB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.19793903508025673,22627093
19583,BBBAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.17727683738338915,20265126
19583,BBBAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.1699072143263638,19422679
19583,BBBBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.1646945291518421,18826799
19583,BBBBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.20648882552704104,23604449
19591,AAABA,1.0,"(0.5, 0.5, 0.0)",1.0,4
19598,AAABA,1.0,"(0.5, 0.5, 0.0)",1.0,4
19603,AAAAA,1.0,"(0.5, 0.5, 0.0)",1.0,14
19606,BAAAB,1.6,"(0.8, 0.19999999999999996, 0.0)",1.0,141557464
19609,ABAAB,1.0,"(0.5, 0.5, 0.0)",1.0,4
19611,ABBAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.6077954270611396,91001709
19611,ABBAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.004540006317347102,679749
19611,ABBBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.3876645666215132,58042783
19612,BABAA,1.0,"(0.5, 0.5, 0.0)",1.0,4
19619,ABBBB,1.0,"(0.5, 0.5, 0.0)",1.0,8
19624,BABAA,1.0,"(0.5, 0.5, 0.0)",1.0,4
19627,BABAB,1.0,"(0.5, 0.5, 0.0)",1.0,6
19638,AABBA,1.0,"(0.5, 0.5, 0.0)",1.0,2
19646,BAABA,1.0,"(0.5, 0.5, 0.0)",1.0,8
19648,AAAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.3172179665302318,49923952
19648,AAAAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.12815204522610965,20168645
19648,AAABA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.340315458461162,53559049
19648,AAABB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.18121159207214582,28519188
19648,AABBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.03310293771035074,5209760
19651,BAAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.08929524977379386,13056312
19651,BAAAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.08664552306537412,12668882
19651,BAABA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.08074284185148921,11805821
19651,BABAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.047425518950750624,6934326
19651,BABAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.11698069800311088,17104342
19651,BABBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.09223865344285044,13486682
19651,BABBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.02984410383555584,4363658
19651,BBAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.14939048112814685,21843141
19651,BBAAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.1722318393713688,25182892
19651,BBABA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.07173727273368297,10489071
19651,BBABB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.06346781784387642,9279952
19652,ABABA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.1815712362801442,18535647
19652,ABABB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.8184287637198558,83549063
19653,ABBBA,1.0,"(0.5, 0.5, 0.0)",1.0,6
19654,BBBAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.42152429421931387,64546778
19654,BBBAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.440489596009693,67450879
19654,BBBBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.09722397539585834,14887622
19654,BBBBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.0407621343751348,6241786
19660,AAAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.10620229473613908,11293365
19660,AAABA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.20581756107508983,21886277
19660,AAABB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.3478980312999165,36994864
19660,AABBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.16543244617771036,17591795
19660,AABBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.17464966671114424,18571938
19663,AAABA,1.0,"(0.5, 0.5, 0.0)",1.0,4
19667,AAAAA,1.0,"(0.5, 0.5, 0.0)",1.0,8
19678,AAAAB,1.0,"(0.5, 0.5, 0.0)",1.0,8
19683,AAABA,1.0,"(0.5, 0.5, 0.0)",1.0,2
19684,AABBA,1.0,"(0.5, 0.5, 0.0)",1.0,12
19685,ABAAA,1.0,"(0.5, 0.5, 0.0)",1.0,6
19695,BBABB,1.6,"(0.8, 0.19999999999999996, 0.0)",1.0,121957200
19699,BAABB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.07551467975667524,11543266
19699,BABAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.11887887012074658,18171969
19699,BABBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.12583429025251983,19235183
19699,BABBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.044703424745029675,6833420
19699,BBAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.06805953837120715,10403664
19699,BBAAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.21743950635379927,33238068
19699,BBABA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.03170973011800985,4847188
19699,BBABB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.017745939864577426,2712666
19699,BBBAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.16640375607628774,25436681
19699,BBBAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.09713342008609784,14847933
19699,BBBBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.03657684425504941,5591181
19716,AABBB,1.0,"(0.5, 0.5, 0.0)",1.0,2
19719,ABBBA,1.0,"(0.5, 0.5, 0.0)",1.0,2
19722,BBBAB,1.0,"(0.5, 0.5, 0.0)",1.0,6
19723,ABBBA,1.0,"(0.5, 0.5, 0.0)",1.0,8
19726,ABBAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.2926250039283902,32673089
19726,ABBAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.1905942073375549,21280825
19726,ABBBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.3006224764319203,33566048
19726,ABBBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.21615831230213464,24135189
19729,BBBAB,1.0,"(0.5, 0.5, 0.0)",1.0,14
19738,BBAAA,1.0,"(0.5, 0.5, 0.0)",1.0,4
19741,BABBB,1.0,"(0.5, 0.5, 0.0)",1.0,10
19747,BABBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.16836312431198097,25208041
19747,BABBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.16154997907119129,24187948
19747,BBAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.10658030986445274,15957656
19747,BBAAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.563506586752375,84370596
19753,AABAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.3116693543610466,42422234
19753,AABAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.6883306456389534,93690712
19758,AAAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.2909220678574816,36349965
19758,AAAAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.03736258490980899,4668359
19758,AAABA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.017852227790101583,2230590
19758,AAABB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.23841496188905237,29789337
19758,ABBBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.1037330331345508,12961176
19758,ABBBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.3117151244190047,38948004
19759,BBAAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.1900989617097814,21730898
19759,BBABA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.25995181833427755,29716030
19759,BBABB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.10762337330498196,12302816
19759,BBBAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.19862973967744715,22706082
19759,BBBAAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.12168415786232692,13910155
19759,BBBAAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.007100449555405946,811678
19759,BBBAAAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.11491149955577905,13135948
19760,BBBBA,1.0,"(0.5, 0.5, 0.0)",1.0,8
19769,BABBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.22866837950747929,27234136
19769,BABBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.3480388068974113,41451014
19769,BBBAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.03740030086610088,4454332
19769,BBBBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.18130264052640382,21592932
19769,BBBBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.20458987220260472,24366414
19779,BABBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.16209153977168345,22062757
19779,BBBAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.017996061888191004,2449497
19779,BBBBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.2643397638311348,35980064
19779,BBBBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.41802326429699055,56898378
19779,BABBAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.13754937021200025,18722250
19786,BABAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.5445465147748745,65225451
19786,BABBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.4554534852251255,54553942
19788,AABAA,1.0,"(0.5, 0.5, 0.0)",1.0,8
19789,AAAAB,1.0,"(0.5, 0.5, 0.0)",1.0,14
19790,BABAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.3560153264358351,43915330
19790,BABAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.4685958009817696,57802397
19790,BABBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.17538887258239522,21634631
19797,BBAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.24831586222608268,37627797
19797,BBAAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.11422126038058855,17308175
19797,BBABA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.0655071706937448,9926432
19797,BBBAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.17623032485595733,26704532
19797,BBBAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.2242450440712549,33980298
19797,BBBBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.02324336251874365,3522113
19797,BBBBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.14823697525362814,22462644
19805,BBBBA,1.0,"(0.5, 0.5, 0.0)",1.0,6
19806,BAAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.29480393881080086,36364761
19806,BAAAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.2526275176677206,31162200
19806,BABAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.2136033589240345,26348478
19806,BABAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.238965184597444,29476919
19814,ABAAA,1.0,"(0.5, 0.5, 0.0)",1.0,4
19815,AAAAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.24093555821681456,37790478
19815,AAABA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.07694569594790217,12068848
19815,AAABB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.08453128932626325,13258640
19815,AABAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.25206472754227677,39536076
19815,AABAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.09873651459328345,15486714
19815,AABBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.09548295023778394,14976396
19815,AABBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.15130326413567585,23731751
19817,BAABB,1.0,"(0.5, 0.5, 0.0)",1.0,8
19824,ABABA,1.0,"(0.5, 0.5, 0.0)",1.0,10
19825,AAAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.053285466283721744,8499424
19825,ABAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.09659799457904635,15408091
19825,ABAAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.14570675701551802,23241300
19825,ABABA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.2089458894495269,33328407
19825,ABABB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.19558908250747228,31197898
19825,ABBAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.13683575564686015,21826310
19825,ABBAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.09831014128946866,15681191
19825,ABBBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.0647289132283859,10324738
19826,BAAAB,1.0,"(0.5, 0.5, 0.0)",1.0,14
19832,ABAAA,1.0,"(0.5, 0.5, 0.0)",5.746928316882562e-07,66
19832,ABAAB,1.0,"(0.5, 0.5, 0.0)",6.095227002754232e-08,7
19832,BBAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.28905665817389664,33196411
19832,BBAAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.2425145845067915,27851335
19832,BBABA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.23360851744931574,26828527
19832,BBABB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.2348196042248944,26967613
19834,AABAB,1.0,"(0.5, 0.5, 0.0)",1.0,4
19840,AAABB,1.0,"(0.5, 0.5, 0.0)",1.0,2
19846,BAABA,1.0,"(0.5, 0.5, 0.0)",1.0,2
19847,BAABB,1.0,"(0.5, 0.5, 0.0)",1.0,2
19851,BBABB,1.0,"(0.5, 0.5, 0.0)",1.0,4
19853,BABAA,1.0,"(0.5, 0.5, 0.0)",1.0,2
19859,BAABB,1.0,"(0.5, 0.5, 0.0)",1.0,4
19868,BBABA,1.0,"(0.5, 0.5, 0.0)",1.0,10
19874,AAAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.1859296558710898,22776690
19874,AAAAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.27732448865261017,33972708
19874,AAABA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.5367458554763,65752254
19892,AABAB,1.0,"(0.5, 0.5, 0.0)",1.0,8
19898,BABAA,1.0,"(0.5, 0.5, 0.0)",1.0,4
19908,BABBB,1.0,"(0.5, 0.5, 0.0)",1.0,8
19914,BABAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.3112579743841822,36718787
19914,BBAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.12227728434111122,14424927
19914,BBAAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.11774405041921866,13890146
19914,BBABA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.12577368641235395,14837394
19914,BBABB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.11528941369877357,13600575
19914,BBBAAAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.15682700971638444,18500723
19914,BBBAAAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.03751339419859715,4425417
19914,BBBAAAABBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.013317186829378814,1571015
