fitness,error free replication,repair,duplex rate,MRCA 0,MRCA 1,MRCA 2,MRCA 3,MRCA 4,MRCA 5-10,MRCA 5-300,egfr_c3h_sd_mse,braf_c3h_sd_mse,hras1_c3h_sd_mse,hras0_c3h_sd_mse,b,p,q,q/p,w_prime,w_prime - e*p_prime - (1-e)*q_prime
0.05,0.0,0.1,0.0,0.0,0.05,0.047499999999999994,0.04512499999999999,0.04286874999999999,0.21576931076162087,0.8145060315470128,0.48816159358426975,0.7042046251406894,0.587580151446234,0.5992689793848478,0.525,0.04285714285714286,0.09523809523809523,2.222222222222222,1.0,0.0
0.1,0.0,0.1,0.0,0.0,0.09999999999999999,0.08999999999999998,0.08099999999999999,0.07289999999999998,0.3074215598999999,0.6560999999999791,0.3295924908125009,0.5340142413831116,0.41688752679827623,0.43796941674046497,0.55,0.08181818181818185,0.18181818181818185,2.222222222222222,1.0000000000000002,0.0
0.15000000000000002,0.0,0.1,0.0,0.0,0.15,0.12749999999999997,0.10837499999999999,0.09211874999999999,0.32513184565927716,0.5220062499999996,0.20117660161923004,0.38713631325291903,0.27148393145647176,0.3055935209376375,0.575,0.11739130434782612,0.2608695652173913,2.2222222222222214,1.0,1.1102230246251565e-16
0.2,0.0,0.1,0.0,0.0,0.2,0.15999999999999998,0.12799999999999997,0.10239999999999999,0.30222581760000006,0.40960000000000013,0.11391294922000754,0.2609907278046484,0.15093097760234656,0.2058449902232261,0.6,0.15000000000000005,0.3333333333333334,2.2222222222222223,1.0000000000000002,0.0
0.25,0.0,0.1,0.0,0.0,0.24999999999999997,0.18750000000000003,0.14062500000000003,0.10546875000000003,0.2600927352905275,0.3164062500000003,0.08249999999999999,0.15366621510293857,0.05640625000000027,0.1459787314613418,0.625,0.18000000000000002,0.4,2.222222222222222,1.0,0.0
0.3,0.0,0.1,0.0,0.0,0.30000000000000004,0.21000000000000005,0.14700000000000002,0.1029,0.21185247509999997,0.24010000000000004,0.05999999999999997,0.0645058912038273,0.0,0.13,0.65,0.20769230769230768,0.4615384615384616,2.2222222222222228,1.0,-2.220446049250313e-16
0.35000000000000003,0.0,0.1,0.0,0.0,0.3500000000000001,0.2275,0.14787499999999998,0.09611874999999996,0.16504350665537096,0.17850624999999984,0.04250000000000001,0.012728535854527788,0.0,0.13,0.675,0.23333333333333334,0.5185185185185185,2.222222222222222,1.0,0.0
0.4,0.0,0.1,0.0,0.0,0.4,0.24,0.144,0.08639999999999999,0.12355338240000002,0.1296,0.030000000000000027,0.010770329614268999,0.0,0.13,0.7,0.2571428571428572,0.5714285714285715,2.2222222222222223,1.0,0.0
0.45,0.0,0.1,0.0,0.0,0.44999999999999996,0.24750000000000003,0.13612500000000002,0.07486875,0.08897329837880856,0.09150624999999997,0.022499999999999992,0.01,0.0,0.13,0.725,0.2793103448275862,0.6206896551724138,2.2222222222222223,1.0,0.0
0.5,0.0,0.1,0.0,0.0,0.5,0.25,0.125,0.0625,0.0615234375,0.0625,0.053851648071345036,0.01,0.0,0.13,0.75,0.3,0.6666666666666666,2.2222222222222223,1.0,0.0
