s,efr,repair,duplex rate,r-u,MRCA 0,MRCA 1,MRCA 2,MRCA 3,MRCA 4,MRCA 5-300,egfr_c3h_sd_mse,braf_c3h_sd_mse,hras1_c3h_sd_mse,hras0_c3h_sd_mse,MRCA 0 all 4,MRCA 1 all 4,MRCA 2 all 4,MRCA 3 all 4
0.4,0.05,0.7,0.05,0.65,0.08917666499030102,0.3287233278252748,0.21862202744450032,0.1383720094834399,0.0861412457791508,0.13896472447733313,0.051377972555499696,0.0,0.009176664990301023,0.04082333500969898,0.1637462235649547,0.17096492186646267,0.1740059152152481,0.18328141225337488
0.5,0.05,0.2,0.05,0.15,0.0525921239047606,0.4302554297740059,0.2449416101566691,0.13129805642288275,0.06785326199089421,0.07305951775078748,0.02505838984333092,0.0,0.0,0.07740787609523941,0.2518634758728913,0.25784846547314577,0.26842622490523654,0.2742653606411398
0.5,0.05,0.3,0.05,0.25,0.05899631661563806,0.42972817555911286,0.24244284537556532,0.12986649674401254,0.06750540074289356,0.07146076496277762,0.0275571546244347,0.0,0.0,0.07100368338436194,0.2602739726027397,0.2598010849909584,0.26731626013654286,0.27160124461464813
0.5,0.05,0.4,0.05,0.35,0.06817535629242634,0.4292213100188364,0.24020862209901553,0.12703912997121228,0.06552759711412019,0.06982798450438923,0.02979137790098449,0.0,0.0,0.061824643707573665,0.26000260654242147,0.26250310507576385,0.26909561679304606,0.27045740663029794
0.5,0.05,0.5,0.05,0.45,0.07947884085589411,0.4257617499016095,0.2369761998467179,0.1252459763448433,0.06393313586179754,0.06860409718913768,0.03302380015328213,0.0,0.0,0.05052115914410589,0.26088089653375035,0.262497263372984,0.2677330536252786,0.2710659058959729
0.5,0.15,0.3,0.05,0.25,0.05872950785375365,0.39917320100086195,0.25007322359557144,0.13942609437893838,0.07374243704862883,0.07885553612224575,0.01992677640442858,0.0,0.0,0.07127049214624635,0.23852949558278713,0.24857442348008385,0.2617876384566476,0.26913150471160197
0.5,0.15,0.4,0.05,0.35,0.06745548513294532,0.4025658973449291,0.24835316566146648,0.13527533535971464,0.07101283907527975,0.07533727742566472,0.021646834338533538,0.0,0.0,0.06254451486705469,0.24221748400852877,0.2547875381097561,0.2661673294467395,0.26906719591721007
0.5,0.15,0.5,0.05,0.45,0.07878943950556463,0.4039680229303357,0.24503437311059856,0.13125601809346799,0.06732427167073471,0.07362787468929843,0.02496562688940146,0.0,0.0,0.05121056049443537,0.24626971720903795,0.25640243902439025,0.2660726525017135,0.26870255054167025
0.5,0.25,0.5,0.05,0.45,0.07763376293692638,0.3822373559851591,0.25203817613747315,0.13831527045498926,0.07137277875414957,0.07840265573130248,0.01796182386252687,0.0,0.0,0.052366237063073626,0.23471152334538595,0.25246655384910116,0.2646845189094959,0.2711550339715874
0.5,0.35,0.6,0.05,0.55,0.08776359016685278,0.36982732113090905,0.2499554951368322,0.13872570439060705,0.07395899079153923,0.07976889838325969,0.020044504863167806,0.0,0.007763590166852782,0.04223640983314722,0.2220173335791997,0.25428846490460355,0.26008416963418585,0.2790480634624358
