Sample	Ncl	subsets_fit	o_e_11	o_e_33	o_e_31	o_e_13	Mixture_tumours
91213_N1	2	Good	2.128444851817904	1.1649297630494395	0.6727490215453689	0.5418250487329435	mixture_tumours
91213_N2	2	Good	3.954498581133373	2.749089010189913	0.0	0.0	one_tumour
91213_N3	1	1_clone	1_clone	1_clone	1_clone	1_clone	1_clone
91215_N1	2	Good	3.4717843787501583	2.0044193658595724	0.05975724311072545	0.02903025575309396	one_tumour
91215_N2	1	1_clone	1_clone	1_clone	1_clone	1_clone	1_clone
91215_N4	2	Good	3.067135690330961	3.7371792704608637	0.025109532477620322	0.007562949067214708	one_tumour
91215_N5	2	Good	3.732034104750305	1.7572885938171043	0.12078906512642308	0.0338409475465313	one_tumour*
91215_N6	2	Good	2.772225073085775	2.3472974378434595	0.10886897767332551	0.07184916867347083	one_tumour
91215_N7	2	Good	0.0029755454462056796	0.0011944189108738599	3.503505546175833	2.630378260569296	Symmetric
91215_N8	2	Good	2.7569421550179865	2.4639969223935982	0.02137799930346239	0.006603628102317736	one_tumour
91215_N9	2	Good	3.4229929567456643	6.808483051460334	0.0	0.00945440269440972	one_tumour
91216_N1	1	1_clone	1_clone	1_clone	1_clone	1_clone	1_clone
91216_N2	2	Good	1.4928699622645136	3.8753196930946294	0.32965377651050015	0.02242770017706079	mixture_tumours
91216_N3	2	Bad	0.22336726326627493	1.0922620559566907	0.0	1.2003644980697212	mixture_tumours
91216_N4	2	Good	3.9027742600397546	3.074563336888257	0.002152580646377369	0.054746059116312626	one_tumour
91216_N5	2	Good	2.567473107659002	2.2246769978950427	0.1332950463385246	0.03189873895286872	one_tumour
91216_N6	2	Good	3.3183299457740514	2.0000274038820067	0.011625843595434728	0.005810973352241701	one_tumour
91216_N7	2	Good	1.43205629078694	0.0	0.0	1.8338896141895888	mixture_tumours
91217_N1	2	Good	3.5797236964785197	3.3528003453824717	0.005351444631365324	0.00742120243156822	one_tumour
91217_N2	2	Good	3.58711896579649	10.287914791413439	0.013207307533548665	0.0	one_tumour
91217_N3	2	Bad	0.0	0.0	0.0	0.0	mixture_tumours
91218_N1	2	Good	4.3111571335553585	4.497200880077482	0.007690773190163652	0.008430468137646615	one_tumour
91218_N2	2	Good	1.206026300996929	1.1891198840200536	0.4328847693352762	0.27579504692466134	mixture_tumours
91218_N3	2	Good	1.912001223897424	2.491391968484707	0.027982130529143702	0.06381861450741311	one_tumour
91218_N5	1	1_clone	1_clone	1_clone	1_clone	1_clone	1_clone
91218_N6	2	Good	1.8452318916102137	3.220567228668739	0.0	0.036044713942434754	one_tumour
91376_N2	2	Good	2.1443021402730675	2.330677327161468	0.004757211646640565	0.003167604079155492	one_tumour
91414_N1	2	Good	2.3385728778054657	2.093291678721652	0.20161961491089508	0.2532958426840585	one_tumour
91414_N2	2	Good	2.7367715767890557	3.5173771940516825	0.03975311601150528	0.0	one_tumour
91415_N1	1	1_clone	1_clone	1_clone	1_clone	1_clone	1_clone
91415_N2	1	1_clone	1_clone	1_clone	1_clone	1_clone	1_clone
91415_N3	2	Good	2.1375981880753803	2.116064193751688	0.012486272196374378	0.12991121999581245	one_tumour
91415_N5	2	Good	2.6240153681385134	3.482379864470913	0.0	0.015688112325741223	one_tumour
91416_N1	2	Good	1.1665319099845255	0.7531579710260157	1.3521067665148436	0.979270087477056	mixture_tumours
91416_N2	2	Good	2.0966794822662598	3.253687115837242	0.0169762523321168	0.008716326365598145	one_tumour
91424_N1	2	Good	1.6308892292114834	1.9265608561626197	0.6802460813556437	0.2042063403239322	mixture_tumours
91424_N2	2	Good	0.0	1.3703566217550658	0.8331643033418417	0.9565315974944968	mixture_tumours
91429_N1	2	Good	4.968425261737214	3.3648465032233554	0.018938100346839303	0.009255735372984152	one_tumour
91429_N2	2	Good	3.654641564600382	2.8378127719441006	0.0	0.06731898123168317	one_tumour
91429_N4	2	Good	0.6260194075493216	1.0621704889030676	1.3060377303831097	0.8138408680158634	mixture_tumours
91430_N2	2	Good	1.6218873891809311	3.670269768372688	0.01014490349196869	0.01868623535982219	one_tumour*
91430_N3	1	1_clone	1_clone	1_clone	1_clone	1_clone	1_clone
91431_N1	1	1_clone	1_clone	1_clone	1_clone	1_clone	1_clone
91432_N1	2	Good	2.635514018691589	0.46097211851668296	0.0	2.342135834792711	mixture_tumours
91432_N2	2	Good	2.2167873691615716	2.9279346715211907	0.0	0.0	one_tumour
91520_N1	2	Good	1.4348798783678944	1.7696901829040688	0.5267433745503999	0.04686251886038875	mixture_tumours
91520_N2	2	Good	1.8094148852355691	0.9695398428851061	0.5382321529339139	1.1604937179630457	mixture_tumours
91522_N2	2	Good	0.7218997364953886	0.0005478396599068161	1.6545225991345747	1.0620137900842728	mixture_tumours
91523_N1	2	Good	3.9639514554772255	2.849823385088144	0.00574291441138725	0.0035798482855126015	one_tumour
91531_N1	2	Good	4.749177947189033	3.8948150447094227	0.008065071348220706	0.005770605638469155	one_tumour
91531_N3	1	1_clone	1_clone	1_clone	1_clone	1_clone	1_clone
91532_N1	2	Good	2.0570351272419183	4.8535234496237285	0.015223975485758458	0.15867323559631252	one_tumour
91532_N2	2	Good	3.644664657749616	4.939594552675713	0.005680489905190345	0.0	one_tumour
91539_N1	1	1_clone	1_clone	1_clone	1_clone	1_clone	1_clone
91539_N3	2	Good	3.554151516784153	3.497696935315807	0.0041135354993568725	0.011633267434805455	one_tumour
91539_N4	2	Good	4.372952317225094	4.1337946749723695	0.0043455329032138675	0.0019016566312703652	one_tumour
91539_N5	2	Good	2.553361636383963	2.6165060439020884	0.02080967546350563	0.0	one_tumour
91540_N1	2	Good	5.704802850068731	3.0225244319178097	0.004449742728443858	0.0	one_tumour
91577_N1	2	Good	0.9910968181530945	0.5997314188012002	1.6157678857174942	1.5183498327516125	mixture_tumours
91577_N3	2	Good	1.493226243582268	0.5847490407010197	1.486951083859193	1.2395086423217294	mixture_tumours
91585_N3	2	Bad	3.6843952408272918	2.27097708827917	0.03599035160895763	0.017582610017768965	one_tumour
91588_N1	2	Good	0.09498636779014677	0.9271957671957674	0.4175666780555508	0.014305364511691886	mixture_tumours
91589_N1	2	Good	4.967792247227456	5.409600848608555	0.003796794383496022	0.0011855327923843422	one_tumour
91590_N1	2	Bad	1.7413017256412358	0.45497695316174563	0.0	0.7299769479269896	mixture_tumours
91598_N1	2	Bad	0.0	0.0	0.0	0.0	mixture_tumours
91599_N1	2	Good	2.1755796584495393	4.15658278743402	0.031052823844651727	0.0061875575644814666	one_tumour
91599_N2	2	Good	3.8861810963505876	3.0979309936133137	0.010983782794665936	0.0	one_tumour
91599_N3	2	Good	1.7294102479724167	1.7629448929954088	0.4570832183223495	0.5176770597823229	one_tumour*
91603_N1	2	Good	1.345599931605582	2.1846240975335616	0.009512600372921738	0.7036517949736919	mixture_tumours
91604_C1	2	Good	1.7655167406797914	2.0325006466695648	0.11944170399961185	0.012411103502136499	one_tumour*
91604_N1	1	1_clone	1_clone	1_clone	1_clone	1_clone	1_clone
91605_N1	1	1_clone	1_clone	1_clone	1_clone	1_clone	1_clone
91611_N1	1	1_clone	1_clone	1_clone	1_clone	1_clone	1_clone
91612_N2	1	1_clone	1_clone	1_clone	1_clone	1_clone	1_clone
91613_N1	1	1_clone	1_clone	1_clone	1_clone	1_clone	1_clone
91613_N2	2	Bad	2.826428046089728	4.871681465038845	0.0	0.0	one_tumour
91615_N2	2	Good	4.192288849476924	3.7561915849748204	0.0006754519223950945	0.0	one_tumour
91615_N3	2	Good	2.0662626955372168	1.8575286875995527	0.6622115567833062	0.009284715901028483	mixture_tumours
91615_N4	1	1_clone	1_clone	1_clone	1_clone	1_clone	1_clone
91615_N5	2	Good	1.0109047982465702	0.825224662534758	0.7105377942198027	1.236314004266663	mixture_tumours
91615_N6	2	Good	1.1397495085276346	2.0281334304233742	0.5317043900778724	0.14629565114742393	mixture_tumours
91615_N7	1	1_clone	1_clone	1_clone	1_clone	1_clone	1_clone
91615_N8	2	Good	2.4637447396768066	2.7649207353638467	0.10392698925100449	0.006924756131884427	one_tumour
91618_N1	1	1_clone	1_clone	1_clone	1_clone	1_clone	1_clone
91618_N2	1	1_clone	1_clone	1_clone	1_clone	1_clone	1_clone
91618_N3	2	Good	4.9904703312928715	4.060231109212573	0.004585945647120905	0.0	one_tumour
91619_N1	1	1_clone	1_clone	1_clone	1_clone	1_clone	1_clone
91619_N2	2	Good	1.0611544188460218	2.0942637258211243	0.6654374001352943	0.0581853182889534	mixture_tumours
91620_N1	1	1_clone	1_clone	1_clone	1_clone	1_clone	1_clone
91620_N2	2	Good	5.969125214408233	3.161538256796082	0.0	0.04171232876712329	one_tumour
91620_N3	2	Bad	0.0	0.0	0.0	0.0	mixture_tumours
91620_N4	1	1_clone	1_clone	1_clone	1_clone	1_clone	1_clone
91620_N5	1	1_clone	1_clone	1_clone	1_clone	1_clone	1_clone
91620_N6	2	Good	3.3190873039909072	3.412017568451547	0.07820337238413426	0.03629273381935697	one_tumour
91620_N7	2	Good	4.0727773346986815	3.067668389380811	0.0	0.01588137879180782	one_tumour
91622_N1	2	Good	3.5810936115793353	4.737679086567598	0.046300172399047525	0.0	one_tumour
91831_N1	1	1_clone	1_clone	1_clone	1_clone	1_clone	1_clone
91832_N1	2	Good	2.7498342579992325	1.8776611215549959	0.05434671059383248	0.03651817509910636	one_tumour
91833_N1	2	Good	0.7163488937024715	3.4603155290703227	0.0	0.045232778070246726	mixture_tumours
91834_N2	2	Good	2.5541096780325128	0.5747007541626553	1.4915177396401662	1.2093729766356358	mixture_tumours
91835_N1	2	Good	1.8296291948715941	1.8954090456319426	0.11623504822619159	0.1416634190356818	one_tumour
91835_N2	2	Good	6.009555928235126	3.498657326702215	0.040937360589917864	0.0056799034931742575	one_tumour
91837_N1	2	Bad	2.0986426051330467	2.4525477038428494	0.02369036606084482	0.014797380185622962	one_tumour
91837_N2	2	Good	5.518572532299888	3.8614197635126755	0.02235132497415574	0.0012081423773935447	one_tumour
91837_N3	1	1_clone	1_clone	1_clone	1_clone	1_clone	1_clone
91837_N4	2	Good	1.2894250273289276	1.8250722617889024	0.6597703088626836	0.5239534106879485	mixture_tumours
91837_N5	2	Good	4.506099059163177	2.6082594547998847	0.0037717877861708927	0.0014916116010393985	one_tumour
91837_N6	1	1_clone	1_clone	1_clone	1_clone	1_clone	1_clone
91838_N1	2	Good	1.6209760836306002	2.0592888796565574	0.0	0.9048195715067636	mixture_tumours
91838_N2	2	Good	2.1186844549222816	2.3368742608335937	0.029525056928327142	0.006662597745400293	one_tumour
91838_N3	1	1_clone	1_clone	1_clone	1_clone	1_clone	1_clone
91838_N4	2	Good	4.202789595328431	3.5179960592371535	0.0010409684351061863	0.008156786458491643	one_tumour
91838_N5	2	Good	4.113025351847444	3.4425520993438883	0.02491095156957493	0.029938931144163683	one_tumour
91839_N1	2	Good	4.098257176756569	2.4246078903999013	0.004179648604374779	0.031544180033129976	one_tumour
91839_N2	2	Good	5.0121584295923185	3.4664931771661736	0.02223808496156975	0.01064050880370202	one_tumour
91839_N3	1	1_clone	1_clone	1_clone	1_clone	1_clone	1_clone
91841_N2	2	Good	2.1554407716722768	3.4575315419435615	0.010391368144100384	0.0008487532274206313	one_tumour
91842_N1	2	Good	5.036184294251093	3.4673140179844917	0.0	0.007185445920571759	one_tumour
91842_N2	2	Good	1.591281756794155	2.364047413815088	0.9080891884884628	0.10805582807322806	mixture_tumours
91842_N3	2	Good	3.8819136899706375	5.547064480850785	0.0006166397535445155	0.014739219326084912	one_tumour
91842_N4	2	Good	2.5511205234186525	4.824421079154599	0.007202576798511354	0.0	one_tumour
91842_N5	2	Good	3.8734318552839007	8.969655586813428	0.0	0.004407440777692167	one_tumour
91863_N3	1	1_clone	1_clone	1_clone	1_clone	1_clone	1_clone
91864_N1	2	Bad	1.8436099029775845	2.6942962499130316	0.0	0.1266278815128092	one_tumour
91864_N2	1	1_clone	1_clone	1_clone	1_clone	1_clone	1_clone
91864_N3	2	Good	2.7013539918263483	1.492225927659047	0.0007396751703169921	0.031229662535190668	mixture_tumours
91864_N4	2	Good	1.8834851138519	2.540996768153672	0.003748190780204246	0.21433643236732447	one_tumour
91865_N2	2	Good	1.593166512102064	0.08005832908059621	0.8743875739178966	0.9792724637579687	mixture_tumours
91865_N3	1	1_clone	1_clone	1_clone	1_clone	1_clone	1_clone
91865_N6	2	Good	2.197925158826338	2.8625593556943674	0.08298117536900702	0.11953159488889979	one_tumour
91867_N1	2	Good	2.4092529160005953	3.486043468656007	0.10714206451250169	0.02735925390089812	one_tumour
91867_N2	2	Good	2.3479840567529586	2.3056172598464904	0.024491784395320893	0.04676858936521011	one_tumour
91868_N2	2	Good	3.0098057871245754	2.507523587552903	0.0011284763038060756	0.12706822788650524	one_tumour
91868_N3	2	Good	0.9711214792124823	1.6077217605750342	0.48406717567546054	0.2758333090575457	mixture_tumours
91868_N7	2	Good	0.3154974728943171	1.2138635055736215	1.4474049274319556	0.7678971372833516	mixture_tumours
91928_N1	2	Good	4.203937552084914	2.700910591570575	0.0005492142421102611	0.0015666681843008554	one_tumour
91928_N2	2	Good	1.692521727473239	0.6029734963482263	1.2736458386695664	1.0669625677311707	mixture_tumours
91928_N3	2	Good	2.8383500141477502	2.7946110906637225	0.003191967810819904	0.0011666836069502847	one_tumour
91928_N4	2	Bad	1.7427188345155895	2.5972083244083195	0.04870743136516735	0.0	one_tumour*
91929_N2	1	1_clone	1_clone	1_clone	1_clone	1_clone	1_clone
91929_N3	2	Good	1.4468337662242123	1.2983964266099914	1.0639823820800058	1.1978626830603278	mixture_tumours
91929_N5	2	Good	4.304454607752088	2.4924201440684426	0.0069979101045141165	0.0021195017890357584	one_tumour
91930_N1	2	Good	3.3006652101039458	1.9073444347689905	0.040694605747855835	0.05260062364904619	one_tumour
91930_N2	1	1_clone	1_clone	1_clone	1_clone	1_clone	1_clone
91931_N1	2	Bad	2.8414096090390966	1.7485378996156253	0.10819152763711957	0.052999034617603004	one_tumour*
91931_N2	1	1_clone	1_clone	1_clone	1_clone	1_clone	1_clone
91931_N3	2	Good	2.410281205644641	5.022852450869866	0.0	0.0045974255624712385	one_tumour
91931_N4	2	Good	2.239664184704573	2.411857069666818	0.01867447760474903	0.09223800894347822	one_tumour
91931_N5	2	Good	3.3334053407537594	3.5243474261606926	0.01016923094773972	0.0070641101925335145	one_tumour
91931_N6	2	Good	2.8645340843760043	9.03990713685306	0.0032092390343243377	0.0	one_tumour
91932_N1	2	Bad	0.010971917245770223	0.12598954248366015	2.1852536307595862	3.4195700384702423	Symmetric
91932_N2	2	Good	2.2730729891132113	3.449177349392403	0.05751781168095979	0.04141874748978772	one_tumour
91932_N3	2	Good	4.460189851232015	5.904407163194343	0.0	0.015543178342915234	one_tumour
91932_N4	1	1_clone	1_clone	1_clone	1_clone	1_clone	1_clone
91932_N5	2	Good	2.6741375402620804	4.256914543787521	0.015866300231793907	0.004610712388653187	one_tumour
91932_N6	2	Good	2.70206280509096	2.9386880123440218	0.044962210972027086	0.05452198860412521	one_tumour
91932_N7	2	Bad	0.0	0.0	0.0	0.0	mixture_tumours
91942_N1	1	1_clone	1_clone	1_clone	1_clone	1_clone	1_clone
91942_N2	1	1_clone	1_clone	1_clone	1_clone	1_clone	1_clone
91942_N3	1	1_clone	1_clone	1_clone	1_clone	1_clone	1_clone
91943_N1	2	Good	1.5023934369880718	4.612437976437977	0.023062549485352336	0.0401012922970263	one_tumour*
91943_N2	2	Good	1.9093000261541309	3.954480163937605	0.0637780414112475	0.0	one_tumour
91944_N1	2	Good	6.6269684686300545	2.7692192094268284	0.011624921657315886	0.0013313739636611442	one_tumour
91944_N2	2	Good	2.7840230224700333	3.492122278761908	0.0	0.0	one_tumour
91944_N3	2	Good	2.219112620401497	3.3478811565838296	0.0006976023156613585	0.007913763410183553	one_tumour
91945_N1	2	Good	2.1536961708330478	2.3656187739942003	0.023190057296215042	0.01847960287557869	one_tumour
91948_N1	2	Good	2.416654916989365	6.748567696636715	0.0	0.0	one_tumour
91948_N2	2	Good	4.5129858710900415	5.513881952562067	0.0060156584526983164	0.015563371953366503	one_tumour
91948_N4	1	1_clone	1_clone	1_clone	1_clone	1_clone	1_clone
92057_N1	2	Good	2.1561977761242233	4.748520144056933	0.0004866974638886152	0.002393556622637905	one_tumour
92057_N2	1	1_clone	1_clone	1_clone	1_clone	1_clone	1_clone
92057_N3	1	1_clone	1_clone	1_clone	1_clone	1_clone	1_clone
92057_N4	1	1_clone	1_clone	1_clone	1_clone	1_clone	1_clone
92057_N5	2	Good	2.9625794298328	4.301041807603842	0.047571227025120504	0.00648533766730999	one_tumour
92058_N1	2	Good	2.704171023113701	2.547186197736113	0.059869714712570445	0.08526938354362941	one_tumour
92058_N2	1	1_clone	1_clone	1_clone	1_clone	1_clone	1_clone
92058_N3	2	Good	1.474071330793055	1.6333523579335603	0.1727877198263397	0.498197884123478	mixture_tumours
92104_N1	2	Good	1.8281675705463964	3.235066616295081	0.04048564427493547	0.022003365292238803	one_tumour
92104_N2	2	Good	4.300162129125052	2.272428175375728	0.0	0.0043827255117824945	one_tumour
