Sample	emission_HMM_multi_state_M_M1	emission_HMM_multi_state_M_M2	emission_HMM_multi_state_M_M3	segments_HMM_multi_state_M1	segments_HMM_multi_state_M2	segments_HMM_multi_state_M3	segments_HMM_multi_state_M1_prop	segments_HMM_multi_state_M2_prop	segments_HMM_multi_state_M3_prop	sites_HMM_multi_state_M1	sites_HMM_multi_state_M2	sites_HMM_multi_state_M3	sites_HMM_multi_state_M1_prop	sites_HMM_multi_state_M2_prop	sites_HMM_multi_state_M3_prop	emission_HMM_as_state_T>N_A1	emission_HMM_as_state_T>N_A2	emission_HMM_as_state_T>N_A3	emission_HMM_as_state_T>N_A4	emission_HMM_as_state_T>N_A5	segments_HMM_as_state_A1	segments_HMM_as_state_A2	segments_HMM_as_state_A3	segments_HMM_as_state_A4	segments_HMM_as_state_A5	segments_HMM_as_state_A1_prop	segments_HMM_as_state_A2_prop	segments_HMM_as_state_A3_prop	segments_HMM_as_state_A4_prop	segments_HMM_as_state_A5_prop	sites_HMM_as_state_A1	sites_HMM_as_state_A2	sites_HMM_as_state_A3	sites_HMM_as_state_A4	sites_HMM_as_state_A5	sites_HMM_as_state_A1_prop	sites_HMM_as_state_A2_prop	sites_HMM_as_state_A3_prop	sites_HMM_as_state_A4_prop	sites_HMM_as_state_A5_prop
90887_N3	0.03445817291030655	0.06410795705249997	0.08221148937121517	20	6	0	0.7692307692307693	0.23076923076923078	0.0	64580	10044	0	0.8654052315608919	0.13459476843910806	0.0	0.9687527557727859	0.6350022038480689	0.4991376829418662	0.3224765517978728	0.031750722019399796	8	0	29	1	24	0.12903225806451613	0.0	0.46774193548387094	0.016129032258064516	0.3870967741935484	4490	0	30873	31	24361	0.07514015563551167	0.0	0.5166596937494771	0.0005187850389088779	0.4076813655761024
90887_N4	0.04591463314480123	0.1057446849688644	0.1567225342218555	5	17	16	0.13157894736842105	0.4473684210526316	0.42105263157894735	2779	25078	23928	0.05366418847156512	0.48427150719320267	0.4620643043352322	0.9602533124522842	0.6160284601302769	0.5036754298076611	0.2762071089662224	0.04092204465878918	15	0	28	1	20	0.234375	0.0	0.4375	0.015625	0.3125	9624	0	23965	39	8871	0.22645238711499094	0.0	0.563895621073437	0.000917668651027083	0.20873432316054497
90888_N1	0.025634145250571085	0.13630879058666642	0.19656701895676643	0	5	23	0.0	0.17857142857142858	0.8214285714285714	0	12545	92569	0.0	0.11934661415225374	0.8806533858477462	0.9752936623239792	0.6424532417285174	0.4921341831158469	0.3366845149065234	0.02655058550847645	19	4	29	0	24	0.25	0.05263157894736842	0.3815789473684211	0.0	0.3157894736842105	13994	97	30015	0	18381	0.22395058172099797	0.0015523228831596971	0.4803399107014259	0.0	0.29415718469441643
90888_N2	0.03256818047068108	0.11962047859778067	0.17549500025675144	0	20	14	0.0	0.5882352941176471	0.4117647058823529	0	47940	30556	0.0	0.6107317570322055	0.38926824296779455	0.9732945539982124	0.7416585900607944	0.4884565464124809	0.2832527337529131	0.038989394225131355	4	16	33	30	9	0.043478260869565216	0.17391304347826086	0.358695652173913	0.32608695652173914	0.09782608695652174	3607	14637	16038	22037	2883	0.06092699570960441	0.24723826897739942	0.2709030100334448	0.3722340461470896	0.048697679132461744
90888_N3	0.030439093987972902	0.08375116837756841	0.14336571023860212	10	14	7	0.3225806451612903	0.45161290322580644	0.22580645161290322	4218	12641	3463	0.20755831118984353	0.6220352327526818	0.17040645605747465	0.97052977935277	0.8508696521307183	0.5124751000342384	0.3700452073951184	0.09697328341183689	5	5	19	0	12	0.12195121951219512	0.12195121951219512	0.4634146341463415	0.0	0.2926829268292683	1361	838	7945	0	4585	0.09240274288817978	0.05689456174893068	0.5394120442664132	0.0	0.31129065109647636
90888_N4	0.036651887837666444	0.13070733260781825	0.20708552950555825	1	24	18	0.023255813953488372	0.5581395348837209	0.4186046511627907	138	33055	29737	0.0021929127602097567	0.5252661687589385	0.4725409184808517	0.9544158180611965	0.6780388120682761	0.5076482593354149	0.37581763032687954	0.04558169369847236	13	0	23	0	20	0.23214285714285715	0.0	0.4107142857142857	0.0	0.35714285714285715	12630	0	18636	0	19739	0.24762278208018823	0.0	0.36537594353494757	0.0	0.3870012743848642
90888_N5	0.010897336372225386	0.13070345890730353	0.2242920311967393	0	0	20	0.0	0.0	1.0	0	0	28569	0.0	0.0	1.0	0.9766752267066205	0.5404767846009234	0.4927667041832756	0.46425652328869704	0.022293121906160944	10	0	10	3	18	0.24390243902439024	0.0	0.24390243902439024	0.07317073170731707	0.43902439024390244	4291	0	8501	76	7662	0.2090112031173892	0.0	0.4140769605455431	0.0037018996590355577	0.37320993667803215
91058_N2	0.042446533816802065	0.10041114530180066	0.17770726998235262	0	0	20	0.0	0.0	1.0	0	0	57616	0.0	0.0	1.0	0.9518572244792716	0.6609551610314452	0.5060738786212406	0.33461930939596174	0.04817067287237701	14	5	16	3	13	0.27450980392156865	0.09803921568627451	0.3137254901960784	0.058823529411764705	0.2549019607843137	11671	144	17463	37	13587	0.2720385995990863	0.0033564868770686682	0.4070439606545149	0.0008624306559134773	0.3166985222134166
91097_N1	0.05548841431330765	0.1378739938491916	0.22720881560624978	0	0	20	0.0	0.0	1.0	0	0	45518	0.0	0.0	1.0	0.9744585400566204	0.6694215513743861	0.4988031807819411	0.3763004659513768	0.021958650549341027	12	1	18	0	14	0.26666666666666666	0.022222222222222223	0.4	0.0	0.3111111111111111	11208	8	13646	0	9012	0.33087323611029107	0.00023616933341205645	0.4028458404676153	0.0	0.2660447540886816
91097_N2	0.03518204198496501	0.05645049205231023	0.11803981584006637	16	7	7	0.5333333333333333	0.23333333333333334	0.23333333333333334	27115	3962	8442	0.6861256610744199	0.10025557326855436	0.21361876565702573	0.96977833407975	0.6180382434007055	0.5042476225051249	0.4225247297354929	0.030698621221237274	13	0	18	1	6	0.34210526315789475	0.0	0.47368421052631576	0.02631578947368421	0.15789473684210525	6318	0	20235	28	4213	0.20516983828018445	0.0	0.6571085276352536	0.0009092680392284212	0.1368123660453335
91098_N1	0.0319867106216084	0.08604821665090077	0.15855212848163394	2	23	19	0.045454545454545456	0.5227272727272727	0.4318181818181818	1889	34817	27715	0.02932273637478462	0.540460408872883	0.4302168547523323	0.9506434970370136	0.6941836391488447	0.5066119735877036	0.3038959701885224	0.05577363702985593	15	0	30	1	15	0.2459016393442623	0.0	0.4918032786885246	0.01639344262295082	0.2459016393442623	6073	0	32720	50	13876	0.11519566000872551	0.0	0.6206491018418407	0.0009484246666287297	0.26320681348280506
91099_N1	0.05110418529879369	0.10955763095615385	0.18470094426337444	8	19	9	0.2222222222222222	0.5277777777777778	0.25	4740	12153	5556	0.21114526259521582	0.5413604169450755	0.24749432045970868	0.9601797627101066	0.6042341942874311	0.4913594748970523	0.4321637424920628	0.037427773622464945	17	1	21	0	16	0.3090909090909091	0.01818181818181818	0.38181818181818183	0.0	0.2909090909090909	5751	22	8300	0	3729	0.3230535894843276	0.0012358162004269184	0.46623974834288284	0.0	0.20947084597236265
91099_N2	0.03234152709780109	0.0910054044388567	0.16380537914759816	26	22	5	0.49056603773584906	0.41509433962264153	0.09433962264150944	42443	29503	6965	0.5378591070953352	0.373876899291607	0.08826399361305774	0.9599467182242917	0.6801671311958337	0.5007751288724522	0.2477501697465386	0.04213795165752116	10	0	26	0	21	0.17543859649122806	0.0	0.45614035087719296	0.0	0.3684210526315789	7886	0	33616	0	21180	0.1258096423215596	0.0	0.5362943109664656	0.0	0.3378960467119747
91100_N1	0.04021535280343415	0.1377760394262429	0.22206049410294512	0	0	20	0.0	0.0	1.0	0	0	59830	0.0	0.0	1.0	0.938701899474821	0.683527904885929	0.49684265506913183	0.34579619688183805	0.0690843254754465	19	0	28	0	14	0.3114754098360656	0.0	0.45901639344262296	0.0	0.22950819672131148	11880	0	27833	0	8410	0.24686740228165327	0.0	0.5783720881906781	0.0	0.1747605095276687
91100_N2	0.05304449781068531	0.17500144851322433	0.26998464586939674	0	19	18	0.0	0.5135135135135135	0.4864864864864865	0	21997	32885	0.0	0.4008053642359972	0.5991946357640028	0.9729740587445668	0.6008771510441723	0.5011961573533702	0.3140111099493261	0.032014223445549043	10	3	20	0	16	0.20408163265306123	0.061224489795918366	0.40816326530612246	0.0	0.32653061224489793	8999	41	21153	0	12914	0.20875959820910758	0.0009511216275778875	0.49070916556475747	0.0	0.2995801145985571
91100_N3	0.042472326111818066	0.11668459879781175	0.19627058856944332	0	23	25	0.0	0.4791666666666667	0.5208333333333334	0	26147	33849	0.0	0.4358123874924995	0.5641876125075005	0.955928163947529	0.6133024203669701	0.5018306209070373	0.3613420595237678	0.04237903389485414	22	6	20	0	14	0.3548387096774194	0.0967741935483871	0.3225806451612903	0.0	0.22580645161290322	19837	303	17238	0	11342	0.4071633825944171	0.0062192118226600986	0.35381773399014776	0.0	0.23279967159277504
91100_N4	0.061450927804426216	0.15769636902415618	0.2470943837885884	0	1	21	0.0	0.045454545454545456	0.9545454545454546	0	3639	80241	0.0	0.04338340486409156	0.9566165951359085	0.9490516973790676	0.7007554434784427	0.5085104515292211	0.3567426671162443	0.06769330421171164	19	5	30	4	20	0.24358974358974358	0.0641025641025641	0.38461538461538464	0.05128205128205128	0.2564102564102564	16778	206	36002	350	14227	0.24833118718825392	0.003049006112813226	0.532865621716028	0.005180350191672957	0.2105738347912319
91113_N1	0.023381110347703512	0.1116057141684442	0.19933275300541825	12	19	16	0.2553191489361702	0.40425531914893614	0.3404255319148936	13701	25404	23054	0.2204186039028942	0.4086938335558809	0.3708875625412249	0.9766342456990389	0.6685540184151799	0.5135252295972025	0.41309991658519707	0.02874772742957812	13	0	20	3	17	0.24528301886792453	0.0	0.37735849056603776	0.05660377358490566	0.32075471698113206	9834	0	22762	223	13458	0.21250297123841216	0.0	0.49186420900231215	0.0048188084793742035	0.2908140112799015
91113_N2	0.049683866044929	0.10296543637197146	0.2039585001249868	0	0	20	0.0	0.0	1.0	0	0	89529	0.0	0.0	1.0	0.9700762809429285	0.7207358383749304	0.49821681994277733	0.2980343831149397	0.034113615883546305	15	1	26	1	10	0.2830188679245283	0.018867924528301886	0.49056603773584906	0.018867924528301886	0.18867924528301888	24547	37	38796	17	12805	0.3221306527387733	0.0004855515603265006	0.5091204955250518	0.0002230912574473111	0.1680402089184011
91113_N3	0.027086011334643258	0.11821845224628749	0.19922791476310228	22	24	17	0.3492063492063492	0.38095238095238093	0.2698412698412698	18890	18374	18883	0.33643827809143856	0.32724811655119596	0.3363136053573655	0.9509458146107785	0.65797748550116	0.4951535539844748	0.36214251912988615	0.05208070985705259	14	4	24	2	21	0.2153846153846154	0.06153846153846154	0.36923076923076925	0.03076923076923077	0.3230769230769231	12052	165	20973	72	13997	0.25502020779110857	0.0034913984637846758	0.4437884847330667	0.001523519329651495	0.2961763896823885
91113_N4	0.04958371672712649	0.15335665323702916	0.2504939965956954	0	0	20	0.0	0.0	1.0	0	0	58744	0.0	0.0	1.0	0.9542245500591211	0.7317531681111366	0.506900972814916	0.3672805914788874	0.04391048268812368	18	0	23	0	23	0.28125	0.0	0.359375	0.0	0.359375	12266	0	21297	0	14835	0.2534402248026778	0.0	0.4400388445803546	0.0	0.30652093061696767
