simulation,clone id,clone fitness,"birth, death rates",clone proportion,clone size
28947,BBBAAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.08458003162275722,12951492
28948,AAAAA,1.0,"(0.5, 0.5, 0.0)",1.0,2
28955,BAABA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.31888832522427596,35266424
28955,BABBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.38331188101349567,42391139
28955,BABBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.29779979376222837,32934206
28962,AAAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.15011439385074946,23545278
28962,AAAAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.22962360151157704,36016210
28962,AAABB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.15906341404249413,24948922
28962,AABAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.059012092676223565,9255982
28962,AABAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.11849137382873504,18585242
28962,ABAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.06174764894594131,9685051
28962,ABAAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.1228650480265074,19271248
28962,ABABA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.04425348132654775,6941110
28962,ABABB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.05482894579122431,8599860
28965,AAABA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.11829500216259292,16038472
28965,AAABB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.14067497165388354,19072755
28965,AABAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.22712337834387902,30793456
28965,AABAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.0859090141716089,11647570
28965,AABBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.19389110959415853,26287815
28965,AABBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.2341061331616309,31740180
28965,BBAAB,1.0,"(0.5, 0.5, 0.0)",3.909122461676789e-07,53
28969,BBAAA,1.0,"(0.5, 0.5, 0.0)",1.0,4
28982,ABBAB,1.0,"(0.5, 0.5, 0.0)",1.0,2
28993,AAAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.1661736035659955,25180617
28993,AAAAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.10610284266640435,16077975
28993,AABAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.05368674262321281,8135259
28993,AABAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.17238242451391006,26121452
28993,ABAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.08704362631914471,13189894
28993,ABABA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.06914675198849594,10477945
28993,ABABB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.06129824427635218,9288645
28993,ABBAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.038482969579671136,5831401
28993,ABBBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.06346073153622063,9616331
28993,ABBBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.18222206293059265,27612472
29005,AABAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.25785826554956326,40581887
29005,AABAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.1614204353555814,25404444
29005,AABBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.22688319501450097,35707012
29005,AABBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.09164483138245114,14423118
29005,ABBBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.26219327269790327,41264133
29010,AAABA,1.0,"(0.5, 0.5, 0.0)",1.0,2
29020,AAABA,1.0,"(0.5, 0.5, 0.0)",1.0,10
29024,BAAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.20084489429421845,22425367
29024,BAAAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.25105807254696205,28031927
29024,BAABA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.11190253103504379,12494494
29024,BABAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.15773562475411457,17611995
29024,BABBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.24580717283701492,27445637
29024,BABBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.032651704532646236,3645731
29026,BAAAB,1.0,"(0.5, 0.5, 0.0)",1.0,6
29031,BBBBB,1.0,"(0.5, 0.5, 0.0)",1.0,8
29035,AAABA,1.0,"(0.5, 0.5, 0.0)",1.0,12
29040,BBBAA,1.0,"(0.5, 0.5, 0.0)",1.0,10
29044,AAAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.17043186746272518,21295024
29044,AAABB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.21281420343888463,26590588
29044,ABAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.23453498615749852,29304544
29044,ABAAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.035666591656454305,4456449
29044,ABABB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.17572711839109362,21956652
29044,ABBBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.054093357069502294,6758826
29044,ABBBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.11673187582384147,14585348
29045,BABAB,1.0,"(0.5, 0.5, 0.0)",1.0,20
29046,AAABA,1.0,"(0.5, 0.5, 0.0)",1.0,6
29048,BAAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.038519853509823156,5312173
29048,BAAAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.16104888755646507,22209834
29048,BAABA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.1541944042395287,21264550
29048,BAABB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.10579948267317105,14590532
29048,BBAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.06750239457774146,9309080
29048,BBAAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.0691758362734462,9539860
29048,BBABA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.11040982252120415,15226332
29048,BBABB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.12485635651585465,17218616
29048,BBBAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.02276009053146994,3138785
29048,BBBAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.08757706729074531,12077526
29048,BBBBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.04305102429453316,5937055
29048,BBBBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.015104780016017123,2083061
29055,ABABA,1.0,"(0.5, 0.5, 0.0)",1.0,6
29058,BBAAB,1.0,"(0.5, 0.5, 0.0)",1.0,4
29063,BBAAB,1.0,"(0.5, 0.5, 0.0)",1.0,4
29066,BBBAA,1.0,"(0.5, 0.5, 0.0)",1.0,8
29067,AABBB,1.0,"(0.5, 0.5, 0.0)",1.0,6
29068,BBBBB,1.0,"(0.5, 0.5, 0.0)",1.0,2
29072,ABAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.14400138687890712,17609782
29072,ABABB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.29371748352621324,35918410
29072,ABBAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.09149295756220052,11188580
29072,ABBAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.31007717580427835,37919020
29072,ABBBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.1607109962284008,19653183
29079,BBBBA,1.0,"(0.5, 0.5, 0.0)",1.0,6
29083,AAABA,1.0,"(0.5, 0.5, 0.0)",1.0,22
29084,ABABA,1.0,"(0.5, 0.5, 0.0)",1.0,8
29091,AAABA,1.0,"(0.5, 0.5, 0.0)",1.0,2
29095,ABBAB,1.0,"(0.5, 0.5, 0.0)",1.0,4
29096,BBBBB,1.0,"(0.5, 0.5, 0.0)",1.0,6
29106,BBAAB,1.0,"(0.5, 0.5, 0.0)",1.0,6
29108,AAABB,1.0,"(0.5, 0.5, 0.0)",1.0,4
29109,ABBAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.23870119727038458,29241291
29109,ABBBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.042372751022165804,5190732
29109,ABBBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.7189260517074496,88069629
29112,ABABA,1.0,"(0.5, 0.5, 0.0)",1.0,10
29115,BBABB,1.0,"(0.5, 0.5, 0.0)",1.0,6
29119,ABBAB,1.0,"(0.5, 0.5, 0.0)",1.0,4
29124,BAAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.1568287056497308,16416312
29124,BAAAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.24718501835900375,25874513
29124,BAABA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.02654362330705407,2778499
29124,BAABB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.1658612980401064,17361814
29124,BABAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.13285373410305315,13906691
29124,BBAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.0949074399591336,9934598
29124,BBABA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.054496156088369004,5704478
29124,BBABB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.07517411897111319,7868979
29124,BBBBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.046149905522436016,4830820
29127,ABABA,1.0,"(0.5, 0.5, 0.0)",1.0,10
29133,BABAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.634555538465516,95007774
29133,BABAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.32556098685456114,48744078
29133,BABBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.03988323423644727,5971451
29133,BBAAA,1.0,"(0.5, 0.5, 0.0)",2.404434755492596e-07,36
29134,BABBB,1.0,"(0.5, 0.5, 0.0)",1.0,6
29135,BBBBB,1.0,"(0.5, 0.5, 0.0)",1.0,12
29137,BBAAA,1.0,"(0.5, 0.5, 0.0)",1.0,2
29139,AABBB,1.0,"(0.5, 0.5, 0.0)",1.0,2
29140,ABABB,1.0,"(0.5, 0.5, 0.0)",1.0,8
29146,ABBBA,1.6,"(0.8, 0.19999999999999996, 0.0)",1.0,111503725
29152,ABABA,1.0,"(0.5, 0.5, 0.0)",1.0,14
29153,AAABA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.4278136631195212,64054076
29153,AAABB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.24478953277846305,36650927
29153,AABBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.13947187082417736,20882320
29153,AABBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.18792493327783844,28136918
29159,ABAAB,1.0,"(0.5, 0.5, 0.0)",1.0,6
29164,AABBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.7585841700031778,99123001
29164,ABABA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.24141582999682218,31545427
29170,AABAB,1.0,"(0.5, 0.5, 0.0)",1.0,10
29183,BAAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.32584448638347097,37698905
29183,BABBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.674155513616529,77997099
29187,BBAAB,1.0,"(0.5, 0.5, 0.0)",1.0,6
29194,ABAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.01551404592736479,2020927
29194,ABAAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.13455220819714264,17527355
29194,ABABA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.04724658995900359,6154546
29194,ABABB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.1984025052811267,25844772
29194,ABBAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.19458509071818678,25347499
29194,BAAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.05035846993063942,6559913
29194,BAAAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.11037318170790605,14377690
29194,BAABA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.20067879972342087,26141292
29194,BAABB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.048289108555209154,6290349
29203,AAABA,1.0,"(0.5, 0.5, 0.0)",1.0,16
29211,AAABA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.14587230469370477,15511804
29211,AAABB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.34078124991330727,36238078
29211,AABAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.18482962652785703,19654457
29211,AABBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.25676274364483315,27303698
29211,ABAAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.07175407522029775,7630202
29213,BABBB,1.0,"(0.5, 0.5, 0.0)",1.0,2
29233,BBABA,1.0,"(0.5, 0.5, 0.0)",1.0,14
29238,BABAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.1650355642167781,20357526
29238,BABAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.5182507577196052,63927453
29238,BABBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.3167136780636167,39067379
29239,BABBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.3065571734814997,41726400
29239,BABBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.6934428265185003,94386546
29240,BBAAB,1.0,"(0.5, 0.5, 0.0)",1.0,12
29242,ABAAA,1.0,"(0.5, 0.5, 0.0)",1.0,18
29244,ABAAA,1.0,"(0.5, 0.5, 0.0)",1.0,2
29245,ABBAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.46498930864370847,46973837
29245,ABBAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.18646261694820143,18836701
29245,ABBBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.10111157023308553,10214425
29245,ABBBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.24743650417500454,24996364
29248,BABAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.4288476251391113,46697371
29248,BABBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.5711523748608888,62192986
29271,BABAA,1.0,"(0.5, 0.5, 0.0)",1.0,8
29283,BAAAB,1.0,"(0.5, 0.5, 0.0)",1.0,8
29284,AABAA,1.0,"(0.5, 0.5, 0.0)",1.0,14
29292,BAAAB,1.0,"(0.5, 0.5, 0.0)",1.0,2
29294,ABBAA,1.0,"(0.5, 0.5, 0.0)",1.0,4
29302,AABAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.2346064522711456,35126273
29302,ABBBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.3015241666845384,45145477
29302,ABBBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.463869381044316,69452491
29308,BAAAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.4767973927331687,56785860
29308,BAABA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.1576534138394609,18776287
29308,BAABB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.16380184498022948,19508556
29308,BABAB,1.0,"(0.5, 0.5, 0.0)",1.8472103161120938e-07,22
29308,BBBAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.05217384244061756,6213827
29308,BBBAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.1495733212854918,17813960
29311,AABAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.048556866663221794,5989604
29311,AABAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.43460757353337337,53609869
29311,AABBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.20554565320915877,25354541
29311,AABBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.31128990659424605,38398344
29322,ABBBA,1.0,"(0.5, 0.5, 0.0)",2.1164153020053868e-07,32
29322,BAAAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.13944776692987068,21084371
29322,BAABB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.0525018681002629,7938233
29322,BABAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.20014303263714778,30261438
29322,BABAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.08758598218250804,13242918
29322,BABBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.10419481581690807,15754158
29322,BABBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.12040980440499835,18205849
29322,BBAAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.11429643298439068,17281513
29322,BBBBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.07766315581146015,11742596
29322,BBBBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.10375692949092315,15687950
29323,AABAA,1.0,"(0.5, 0.5, 0.0)",1.0,14
29336,BAAAA,1.0,"(0.5, 0.5, 0.0)",1.0,6
29339,AABBB,1.0,"(0.5, 0.5, 0.0)",1.0,4
29341,ABABB,1.0,"(0.5, 0.5, 0.0)",1.0,6
29344,AAAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.08048755095263593,8107556
29344,AAAAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.0485338714341891,4888844
29344,AABAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.1324280251437898,13339549
29344,AABBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.055191086550011106,5559429
29344,ABAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.040479533127578494,4077526
29344,ABABA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.1643110607576396,16551145
29344,ABBAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.05207775130087385,5245821
29344,ABBAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.05959423892405879,6002961
29344,ABBBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.19909823988964462,20055277
29344,ABBBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.16779864191957874,16902451
29349,ABAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.14625938386173848,17497086
29349,ABAAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.21185167641043168,25343926
29349,ABABA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.277495644735939,33196948
29349,ABABB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.034071890969561036,4076038
29349,ABBAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.14377106397072473,17199407
29349,ABBAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.18655034005160506,22317114
29368,ABAAA,1.0,"(0.5, 0.5, 0.0)",1.0,4
29370,AAAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.1000999867641783,12141333
29370,AAAAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.013723248515521059,1664521
29370,ABAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.13635090226108298,16538281
29370,ABAAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.10998090608639541,13339810
29370,ABABA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.11354965594036358,13772671
29370,ABABB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.2659198433559382,32253964
29370,ABBBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.1721419937368692,20879456
29370,ABBBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.08823346333965125,10702018
29373,BBBAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.19644964521514058,21391472
29373,BBBBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.19665805669091524,21414166
29373,BBBBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.6068922980939442,66084719
29378,ABAAAA,1.0,"(0.5, 0.5, 0.0)",1.0,20
29380,BAABA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.7023413836360184,76478204
29380,BAAAABB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.27158057714881034,29572506
29380,BAAAABAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.026078039215171274,2839647
29384,AAABA,1.0,"(0.5, 0.5, 0.0)",1.0,4
29386,BBBAB,1.0,"(0.5, 0.5, 0.0)",1.0,10
29387,BBABA,1.0,"(0.5, 0.5, 0.0)",1.0,8
29390,BAAAA,1.0,"(0.5, 0.5, 0.0)",1.0,2
29397,BAAAB,1.0,"(0.5, 0.5, 0.0)",1.0,2
29401,BBBAA,1.0,"(0.5, 0.5, 0.0)",1.0,4
29407,BBABA,1.0,"(0.5, 0.5, 0.0)",1.0,2
29418,ABAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.13324960336896854,15586481
29418,ABAAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.2276675414367959,26630742
29418,ABBAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.1334590123455376,15610976
29418,ABBBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.2158471634376492,25248088
29418,ABBBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.2897766794110488,33895776
29425,BBABB,1.0,"(0.5, 0.5, 0.0)",1.0,8
29427,AAAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.26420698007526844,41356289
29427,AAABA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.13484613238846757,21107450
29427,AAABB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.12200638640973153,19097646
29427,AABBBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.08510034198708429,13320747
29427,AABBBBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.20880232789791559,32683805
29427,AABBBBAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.06231760032946551,9754567
29427,AABBBBAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.12272023091206709,19209384
29443,BABAB,1.0,"(0.5, 0.5, 0.0)",1.0,6
29447,BAAAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.11719801459847498,14283531
29447,BAABB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.25499977862599704,31078148
29447,BABAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.102616712919994,12506432
29447,BABAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.13103799234095181,15970281
29447,BABBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.08259440255587364,10066209
29447,BBAAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.141326779897035,17224229
29447,BBBAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.10143511892280362,12362425
29447,BAAAAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.024699677200929384,3010278
29447,BAAAAABBAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.021865638681721585,2664879
29447,BAAAAABBAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.016427772555130907,2002138
29447,BAAAAABBAABB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.001107879243943944,135023
29447,BAAAAABBAABAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.00022518938143902554,27445
29447,BAAAAABBAABABB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.0014944304171621598,182134
29447,BAAAAABBAABABAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.0012475877372127467,152050
29447,BAAAAABBAABABABA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.0012819015281829783,156232
29447,BAAAAABBAABABABBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.00044112339314719955,53762
29466,ABAAA,1.0,"(0.5, 0.5, 0.0)",1.0,10
29469,BABBA,1.0,"(0.5, 0.5, 0.0)",1.0,12
29477,AAAAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.2550645310100771,29509947
29477,AAABA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.5843092817622292,67602249
29477,AAABB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.1606261872276937,18583808
29481,ABAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.43476985753660446,47342245
29481,ABABA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.11895281966978949,12952815
29481,ABABB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.44627732279360605,48595297
29485,BAABB,1.0,"(0.5, 0.5, 0.0)",1.0,4
29486,BAAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.10698506451861681,15290155
29486,BAAAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.517892318476069,74016442
29486,BABAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.3651559152618028,52187570
29486,BABAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.009966701743511415,1424427
29495,BBBAB,1.0,"(0.5, 0.5, 0.0)",1.0,8
29502,BBAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.3079626923841694,44013595
29502,BBBBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.36397267524196325,52018463
29502,BBBBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.32806463237386735,46886536
29508,ABBAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.3057644887923634,37456655
29508,ABBBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.5329093112964713,65282271
29508,ABBBBBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.16132619991116529,19762726
29509,AABAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.07444124376687787,7718052
29509,AABAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.2287640976254744,23718212
29509,ABAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.18380686618528128,19057056
29509,ABAAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.17342095517310255,17980247
29509,ABABA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.07474883507424007,7749943
29509,ABABB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.2648180021750238,27456273
29518,BBAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.2762608828540959,35252515
29518,BBAAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.36989291097518096,47200513
29518,BBABA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.060571907626800946,7729332
29518,BBBBA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.1484742314435697,18946186
29518,BBBBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.1448000671003525,18477341
29534,BBAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.15704435596370797,23513347
29534,BBABA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.49039744339061303,73424385
29534,BBABB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.352558200645679,52786509
29537,BBBAA,1.0,"(0.5, 0.5, 0.0)",1.0,20
29542,AAABA,1.0,"(0.5, 0.5, 0.0)",1.0,6
29548,BBBBA,1.0,"(0.5, 0.5, 0.0)",1.0,6
29551,BAABA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.06136715104530069,7504526
29551,BAABB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.1494673334206947,18278207
29551,BABAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.06823150656058732,8343961
29551,BABAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.1181776607416981,14451825
29551,BABBB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.07297147596502465,8923607
29551,BBAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.1843858369080287,22548355
29551,BBAAB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.1421238750263464,17380183
29551,BBABA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.09431270480433743,11533404
29551,BABBAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.10896245552798198,13324907
29555,ABBAB,1.0,"(0.5, 0.5, 0.0)",1.0,8
29556,AAAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.23538890592488368,25631582
29556,AAABA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.4838223829131169,52683592
29556,AAABB,1.6,"(0.8, 0.19999999999999996, 0.0)",0.2807887111619994,30575183
29558,BAAAA,1.6,"(0.8, 0.19999999999999996, 0.0)",0.3712966123918068,37903707
