s,efr,repair,duplex rate,r-u,MRCA 0,MRCA 1,MRCA 2,MRCA 3,MRCA 4,MRCA 5-300,egfr_c3h_sd_mse,braf_c3h_sd_mse,hras1_c3h_sd_mse,hras0_c3h_sd_mse,MRCA 0 all 4,MRCA 1 all 4,MRCA 2 all 4,MRCA 3 all 4
0.5,0.05,0.2,0.05,0.15,0.005771432205545663,0.43315950139913506,0.2624809208852709,0.1407084711269397,0.07657084711269398,0.08130882727041465,0.007519079114729099,0.004287507076379423,0.0,0.12422856779445435,0.29201101928374656,0.2435031566583468,0.26664243745835603,0.26576271186440675
0.5,0.05,0.2,0.15,0.05,0.0364783666340936,0.42778135850468846,0.25084724618999105,0.13467575940287335,0.07257209389359004,0.0776451753747635,0.01915275381000897,0.0,0.0,0.09352163336590641,0.2510686805357652,0.2505224787363305,0.26431827600497304,0.26862215360864533
0.5,0.05,0.3,0.05,0.25,0.007437348423605497,0.437570735650768,0.2607720291026677,0.13973322554567502,0.07514147130153598,0.07934518997574777,0.009227970897332294,0.0025626515763945033,0.0,0.12256265157639451,0.2608695652173913,0.24807168260126553,0.2666821669379214,0.27870986404396875
0.5,0.05,0.3,0.15,0.15,0.04197552802599513,0.43048080828594637,0.24893379366368806,0.13316155564581642,0.07101695775792038,0.07443135662063363,0.021066206336311954,0.0,0.0,0.08802447197400487,0.2506803749622014,0.24956508919357218,0.2674383030797471,0.278429129730245
0.5,0.05,0.3,0.25,0.05,0.08316756326650637,0.41588106069779107,0.23684938852467524,0.12693086090882358,0.06713255262839252,0.07003857397381122,0.033150611475324776,0.0,0.0031675632665063708,0.04683243673349363,0.247608153078203,0.2544244566912759,0.27047653825086726,0.28052602889070594
0.5,0.05,0.4,0.05,0.35,0.010072895957587806,0.4423326706428098,0.2595626242544732,0.1385818422796554,0.07268389662027833,0.0767660702451955,0.010437375745526833,0.0,0.0,0.11992710404241219,0.2394736842105263,0.2536705219632049,0.26552287581699346,0.27180566182096405
0.5,0.05,0.4,0.15,0.25,0.05178282899587432,0.42576121229234315,0.2465684659670259,0.13332392112570005,0.06979151960092239,0.07277205201813419,0.023431534032974127,0.0,0.0,0.07821717100412569,0.2574977279612239,0.25437529936258796,0.2657462781524367,0.2697964466407813
0.5,0.05,0.4,0.25,0.15,0.09791382093629704,0.4108924210439174,0.2331739724326338,0.12426011010389502,0.06540005794941843,0.06835961753383832,0.03682602756736622,0.007913820936297042,0.017913820936297037,0.032086179063702966,0.24910166983724372,0.25894678520160175,0.26898326898326896,0.27781479013990673
0.5,0.05,0.4,0.35,0.05,0.13689451909347197,0.39492549335481275,0.22228975213268407,0.11871270091165378,0.06225606853879105,0.06492146596858639,0.04771024786731595,0.046894519093471976,0.05689451909347197,0.0,0.24926450922706606,0.25974820610757793,0.26946009157690154,0.2764001973846533
0.5,0.05,0.5,0.05,0.45,0.0136022682410365,0.4439938269389513,0.2566486020887916,0.1382837454689014,0.07106198183971575,0.07640957542260345,0.013351397911208429,0.0,0.0,0.11639773175896351,0.24010554089709762,0.2526069032414518,0.2689134386799049,0.2631715546327537
0.5,0.05,0.5,0.15,0.35,0.06532643312101911,0.42448248407643313,0.24181926751592356,0.12955812101910827,0.06743630573248408,0.07137738853503185,0.02818073248407646,0.0,0.0,0.06467356687898089,0.24832419256550883,0.2578073712838788,0.2694048892912997,0.27239207251497927
0.5,0.05,0.5,0.25,0.25,0.11637105556320487,0.40480154210111274,0.22724712420673168,0.12214141768159117,0.06273547708753176,0.06670338335982777,0.042752875793268336,0.026371055563204876,0.03637105556320487,0.013628944436795132,0.25029579434226096,0.26076066790352503,0.268190581107133,0.2738266038122566
0.5,0.05,0.5,0.35,0.15,0.1612283080725725,0.3852022863420244,0.21586364338557132,0.11556154413910297,0.0589608472510685,0.06318337080966031,0.05415028945634311,0.0712283080725725,0.08123495473482063,0.0,0.24821675715958694,0.25943007374729854,0.27162849872773537,0.27575194949870035
0.5,0.05,0.5,0.45,0.05,0.19530707380408596,0.3717298125958139,0.20591308700685168,0.11047148265181617,0.056333886055751965,0.06024465788568032,0.0731691319997616,0.10530707380408597,0.11536533994538019,0.0,0.25120943196744944,0.26235523835173713,0.27172723957700257,0.27606910223732656
0.5,0.05,0.6,0.05,0.55,0.01918625585103647,0.45337174013682424,0.2499871405791883,0.13548685767193044,0.07010956226531558,0.07185844349570496,0.020294905117970954,0.0,0.0,0.11081374414896353,0.2734584450402145,0.2549353301565691,0.27242798353909464,0.2718299164768413
0.5,0.05,0.6,0.15,0.45,0.08588026630336992,0.4209186952163072,0.23543171477778063,0.12351232552759427,0.06518777472174382,0.06906922345320413,0.034568285222219386,0.0,0.0058802663033699215,0.04411973369663008,0.2583058964381922,0.2611908396946565,0.2709902827819631,0.27908428720083245
0.5,0.05,0.6,0.25,0.35,0.14401169950738915,0.39816810344827586,0.21970443349753693,0.11540948275862069,0.060529556650246306,0.06217672413793104,0.050295566502463085,0.054011699507389155,0.06401169950738915,0.0,0.24981293425975415,0.26019717765319933,0.2710201793721973,0.2841136454581833
0.5,0.05,0.6,0.35,0.25,0.18684466267710093,0.37746406833410057,0.20945220193340494,0.10922203467853307,0.056027824663700064,0.06098920771316045,0.06623195425895653,0.09684466267710093,0.10691847417301555,0.0,0.252395291541199,0.2596818341960487,0.2755067155067155,0.27891729886672284
0.5,0.05,0.6,0.45,0.15,0.22236908998474836,0.36394073643692354,0.19960055196455806,0.10375481153315419,0.05309027525600988,0.057244534824606,0.09405310026373681,0.13236908998474836,0.14256330056313896,0.0,0.2546541250244954,0.259523857037377,0.27358730851799296,0.28314433711325776
0.5,0.05,0.6,0.55,0.05,0.25166024542993465,0.351291181921832,0.191264596380692,0.09963093649189736,0.05110692034604432,0.05504611942959965,0.12083403649374294,0.16166024542993465,0.17196182035412041,0.0,0.2542460223734782,0.26180184891787545,0.2743812860210193,0.2827855515782623
0.5,0.05,0.7,0.05,0.65,0.03085226357338489,0.4490091831802803,0.24520702432737232,0.13516996938939907,0.07072659900112777,0.06903496052843563,0.0247929756726277,0.0,0.0,0.09914773642661512,0.27676240208877284,0.25511302475780406,0.2759526938239159,0.2693682955899881
0.5,0.05,0.7,0.15,0.55,0.11684640351795623,0.40802010260705684,0.2287369559906467,0.11932432904058912,0.06271594597424353,0.06435626286950756,0.04126304400935332,0.026846403517956238,0.03684640351795623,0.01315359648204377,0.2553763440860215,0.2625951586690617,0.27693011901129083,0.2752266744662182
0.5,0.05,0.7,0.25,0.45,0.1803259513412352,0.3832657517155334,0.20986041796631316,0.10987211478477854,0.05760683094198378,0.059068933250155956,0.06348160068171574,0.0903259513412352,0.10035880955828842,0.0,0.25113513513513513,0.26444557477110886,0.2753367394333488,0.28016323633782825
0.5,0.05,0.7,0.35,0.35,0.2278375016932038,0.3623948674375362,0.1986281970766067,0.10197396776139987,0.05372689546467669,0.05543857056657677,0.0984675626209521,0.1378375016932038,0.14804082337610538,0.0,0.25143227759161174,0.26545244486730774,0.27668939863608183,0.2800386426760053
0.5,0.05,0.7,0.45,0.25,0.26015732982953094,0.34878760473013326,0.1888213913963449,0.0977680323532925,0.050355783833592134,0.05410985785710629,0.12892423051314628,0.1701614116448156,0.18051140731608706,0.0,0.25573921028466484,0.2625489236790607,0.2718358863133162,0.2779474648747709
0.5,0.05,0.7,0.55,0.15,0.28719606989615076,0.3377961569554132,0.18143772153473042,0.09357005161370562,0.04819973882221255,0.05180026117778745,0.15499070089520348,0.19738186997544735,0.20769374872881244,0.0,0.2554780876494024,0.26382062185894956,0.27196079103403364,0.2773310294410846
0.5,0.05,0.7,0.65,0.05,0.30953878456278405,0.32747099965478593,0.17571395468710838,0.0906588859516795,0.04670320576176447,0.049914169381877684,0.17678152174155362,0.22000312812521897,0.23014469868939325,0.0,0.2553318259594231,0.2659282578558225,0.2728691767365503,0.2778154504199051
0.5,0.05,0.8,0.05,0.75,0.052947052947052944,0.4342800057085771,0.24204367061509918,0.13201084629656057,0.06750392464678179,0.07121449978592835,0.027956329384900835,0.0,0.0,0.07705294705294706,0.23180592991913745,0.25303976339139006,0.2641509433962264,0.2756756756756757
0.5,0.05,0.8,0.15,0.65,0.16854724964739068,0.3865101752971993,0.21287527705017126,0.11328833366915173,0.0573745718315535,0.06140439250453355,0.05776062195500939,0.07854724964739068,0.08858616310228704,0.0,0.26449491930663477,0.2658673269907468,0.26762896355892096,0.2774566473988439
0.5,0.05,0.8,0.25,0.55,0.23259887292481088,0.3600802152612073,0.19629892877087882,0.1032136873635579,0.05297761080367569,0.05483068487586942,0.10345261838287532,0.14259887292481088,0.15284780596004574,0.0,0.2552657426607006,0.2654917166020444,0.26626147678779255,0.2828332513526808
0.5,0.05,0.8,0.35,0.45,0.27696429115041554,0.34173034186733237,0.1831105969740327,0.09663916709793297,0.049590550701695636,0.05196505220859082,0.14570660164360486,0.18709118108406808,0.19740275836241575,0.0,0.26066168388656846,0.2666250946505724,0.27206982543640895,0.27815404000630023
0.5,0.05,0.8,0.45,0.35,0.30952236019803586,0.3261809106403701,0.17683223764304845,0.09034372210047886,0.04662770878987095,0.050493060628195766,0.17617368742747194,0.21991693111810504,0.23010804831492654,0.0,0.25926775705529514,0.26649248856956237,0.272403901319564,0.2764738910724312
0.5,0.05,0.8,0.55,0.25,0.3320336192704272,0.3173757328943188,0.17013257083441644,0.08705195967998151,0.04459463362504693,0.04881148369580914,0.1989197566040768,0.24286475031926488,0.2527517625117307,0.0,0.25698068893528186,0.2657323565545798,0.2726423902894491,0.27645985401459855
0.5,0.05,0.8,0.65,0.15,0.34990865340569205,0.3093928011338834,0.16565799188389552,0.08448616867054329,0.043334393205322355,0.047219991700663405,0.21668537397818174,0.2612762572225314,0.2707244950964724,0.0,0.2584555199605717,0.2672705103640481,0.2735612739516575,0.2754991388658544
0.5,0.05,0.8,0.75,0.05,0.3655593412833617,0.3028610081170458,0.16079600494371513,0.08269449176604202,0.042472525637171396,0.04561662825266393,0.23276631054579755,0.27766667586587884,0.28645807919231236,0.0,0.2588806396344946,0.26820525546640195,0.2728382238379642,0.2750315576874527
0.5,0.15,0.2,0.05,0.15,0.00572040153528196,0.3675265721877768,0.27236492471213464,0.16452612931798052,0.09032698553291998,0.0995349867139061,0.0,0.02489670625487476,0.0,0.12436198953520577,0.22903225806451613,0.21464075915047448,0.25670731707317074,0.272207267833109
0.5,0.15,0.2,0.15,0.05,0.03544063519988889,0.37419847681659296,0.26078149957174934,0.15287390911826662,0.0837982360702794,0.09290724322322276,0.009218500428250676,0.012873909118266608,0.0,0.09455936480011112,0.2178314826910516,0.2267553356016084,0.25085437841196573,0.26521804966686857
0.5,0.15,0.3,0.05,0.25,0.007096560533661352,0.3785541940672754,0.2729337181246156,0.1602639920518522,0.08766617779249657,0.09348535743009888,0.0,0.020470938781898155,0.0,0.12290372298860361,0.25,0.22839467599825033,0.25680360547755243,0.2736531365313653
0.5,0.15,0.3,0.15,0.15,0.04155475023093868,0.3807148440275705,0.25950401478007534,0.1498188019612023,0.08126199104668515,0.08714559795352803,0.010495985219924675,0.0098188019612023,0.0,0.08844524976906132,0.22298221614227087,0.23147560565903916,0.26024096385542167,0.27300322519446024
0.5,0.15,0.3,0.25,0.05,0.08050327428073561,0.37670623284398685,0.24612847921604633,0.14020854217217377,0.07549114211034186,0.0809623293767156,0.023871520783953687,0.00020854217217375348,0.0005032742807356133,0.04949672571926439,0.22285581287094147,0.2398905744839592,0.2622183313032887,0.2738206601630362
0.5,0.15,0.4,0.05,0.35,0.00992540341458847,0.38983738568619497,0.2744467680014982,0.15490495958051126,0.08277411904241705,0.0881113642747901,0.0,0.014905146250447495,0.0,0.12007459658541153,0.20754716981132076,0.2388310648518815,0.25634027066985104,0.2651622002820874
0.5,0.15,0.4,0.15,0.25,0.050724637681159424,0.3843048062343524,0.25882435910998275,0.14616171233118233,0.07799992947565147,0.08198455516767164,0.011175640890017269,0.006161712331182317,0.0,0.07927536231884058,0.229753215154675,0.24044593292654953,0.25919618528610355,0.2647768395657419
0.5,0.15,0.4,0.25,0.15,0.09530239099859353,0.375831223628692,0.24329676511954992,0.13576371308016877,0.07283263009845288,0.07697327707454289,0.026703234880450094,0.005302390998593531,0.015302390998593526,0.034697609001406476,0.22715466351829988,0.24618286330159872,0.26305323035656475,0.2721697331344273
0.5,0.15,0.4,0.35,0.05,0.13206389160801132,0.3673301325377958,0.2317779953075716,0.1284047297192312,0.06840535123292779,0.07201789959446231,0.038222004692428424,0.04206389160801133,0.05206389160801132,0.0,0.22818989352314842,0.24880504208789814,0.2641952135147818,0.27153920619554694
0.5,0.15,0.5,0.05,0.45,0.012681850956440598,0.39945709801925605,0.2728930737583238,0.1511642702633923,0.07884802985960894,0.08495567714297833,0.0,0.011164270263392284,0.0,0.1173181490435594,0.22073578595317725,0.23561265661499256,0.2690394777743239,0.2620650953984287
0.5,0.15,0.5,0.15,0.35,0.06274518594902374,0.3899885673294627,0.2548140509762604,0.14037526059763725,0.07471586451164564,0.07736107063597032,0.015185949023739598,0.00037526059763723363,0.0,0.06725481405097626,0.22936763129689175,0.24481232396390182,0.2670009677135568,0.26972213350367297
0.5,0.15,0.5,0.25,0.25,0.11051999781742784,0.37920827194849127,0.2386915479893054,0.13010858296502428,0.06888743384078136,0.07258416543896982,0.031308452010694626,0.020519997817427846,0.03051999781742784,0.019480002182572162,0.228215255492471,0.2491096802043239,0.26660189735969825,0.27301321031662823
0.5,0.15,0.5,0.35,0.15,0.1552572706935123,0.363758389261745,0.2250194037346482,0.12267725882299228,0.06437474318586495,0.06891293430123728,0.04498059626535181,0.06525727069351231,0.0752572706935123,0.0,0.23119449508910192,0.2504957702638251,0.26754047802621433,0.27286937104577597
0.5,0.15,0.5,0.45,0.05,0.18815608343065168,0.35401266987219215,0.2148658963836714,0.11676246273087286,0.061170299523085656,0.06503258805952622,0.06190746655880758,0.09815608343065169,0.10815608343065168,0.0,0.2346740638002774,0.2543216247097416,0.26723143256209386,0.27378890316812876
0.5,0.15,0.6,0.05,0.55,0.019231932264892653,0.41820381009978835,0.2596310855760508,0.14823102509827638,0.07680677351073481,0.07789537345025703,0.010368914423949216,0.008231025098276362,0.0,0.11076806773510735,0.25157232704402516,0.24642082429501086,0.2746331236897275,0.2835577315381477
0.5,0.15,0.6,0.15,0.45,0.0823250844618983,0.39695648407496176,0.24255724639773613,0.1350524096907395,0.06944644971268517,0.07366232566197915,0.027442753602263892,0.0,0.0023250844618983024,0.0476749155381017,0.23570676955454226,0.25125481923328724,0.27464285714285713,0.2847979474021809
