s,efr,repair,duplex rate,r-u,MRCA 0,MRCA 1,MRCA 2,MRCA 3,MRCA 4,MRCA 5-300,egfr_c3h_sd_mse,braf_c3h_sd_mse,hras1_c3h_sd_mse,hras0_c3h_sd_mse,MRCA 0 all 4,MRCA 1 all 4,MRCA 2 all 4,MRCA 3 all 4
0.3,0.05,0.2,0.05,0.15,0.001977894124490983,0.24316463059918558,0.19115764979639324,0.1464805119255381,0.11564863292611983,0.30157068062827225,0.07884235020360678,0.14418549024390734,0.04157068062827224,0.13801882006908803,0.058823529411764705,0.08899521531100478,0.09373097991479001,0.09610802223987291
0.3,0.05,0.2,0.15,0.05,0.019740762812872466,0.24061382598331346,0.18809594755661502,0.14786948748510131,0.11136769964243147,0.2923122765196663,0.081904052443385,0.1377743311761046,0.03231227651966628,0.11809923001173188,0.06792452830188679,0.09938080495356037,0.09623762376237624,0.10780856423173804
0.3,0.05,0.3,0.05,0.25,0.0039781936054221305,0.24149108589951376,0.19301606011492559,0.1583910416973626,0.10431707676440254,0.29880654191837336,0.07698393988507443,0.14371199171540155,0.03880654191837335,0.13514279196828224,0.07407407407407407,0.09334960341671751,0.08702290076335878,0.10976744186046512
0.3,0.05,0.3,0.15,0.15,0.022055458954882402,0.24096275281413013,0.19026265214606022,0.1529239498489979,0.10368811201610689,0.29010707421982246,0.0797373478539398,0.1361524245677219,0.03010707421982245,0.11515468442019816,0.0995850622406639,0.09229016331181163,0.09187109187109187,0.11490125673249552
0.3,0.05,0.3,0.25,0.05,0.04761611052858817,0.24011595633133906,0.18250786405970518,0.14809103805588109,0.10306544131252698,0.27860358971195953,0.08749213594029484,0.12738023918453975,0.018603589711959523,0.08720820253191738,0.10103626943005181,0.09812483945543282,0.09800608313619466,0.11411911703456892
0.3,0.05,0.4,0.05,0.35,0.006804043545878694,0.24436236391912908,0.19556765163297046,0.15202177293934682,0.10128304821150855,0.2999611197511664,0.07443234836702955,0.14236031541872127,0.039961119751166396,0.13294117937432381,0.05714285714285714,0.09307875894988067,0.08846918489065607,0.11508951406649616
0.3,0.05,0.4,0.15,0.25,0.02992717341829768,0.23680018206645426,0.19446973145197996,0.14588074647246244,0.10343650432407829,0.28948566226672734,0.07553026854802006,0.13763685235151385,0.02948566226672733,0.10758107707535523,0.07984790874524715,0.09274387313791446,0.0965476887068461,0.11934477379095164
0.3,0.05,0.4,0.25,0.15,0.05500222982012784,0.24186115653337298,0.18165601308161142,0.1411476140924632,0.10227441653039988,0.27805856994202466,0.0883439869183886,0.1256666269666551,0.01805856994202465,0.08007464566980245,0.1,0.09895513214505225,0.09492635024549918,0.11427066877303844
0.3,0.05,0.4,0.35,0.05,0.07723406489551612,0.23569253386537856,0.18009030767615247,0.13761419720676257,0.09960096608211698,0.2697679302740733,0.08990969232384755,0.12354850121990373,0.0097679302740733,0.05634727122737381,0.08837525492861999,0.10024504343951883,0.09766763848396501,0.11369706219000382
0.3,0.05,0.5,0.05,0.45,0.00844550013196094,0.2441277381894959,0.18606492478226444,0.15017154922143044,0.11269464238585379,0.29849564528899447,0.08393507521773558,0.14113532429930442,0.03849564528899446,0.13087140272101114,0.09375,0.09297297297297297,0.1049645390070922,0.0984182776801406
0.3,0.05,0.5,0.15,0.35,0.03720259552992069,0.2419610670511896,0.18529199711607786,0.14405191059841385,0.10684931506849316,0.2846431146359048,0.08470800288392216,0.13068603508846918,0.024643114635904795,0.09905303462317516,0.07364341085271318,0.09713945172824791,0.0980544747081712,0.0980980980980981
0.3,0.05,0.5,0.25,0.25,0.06462370437133844,0.23686345200540784,0.1822442541685444,0.14024335286164938,0.1042812077512393,0.27174402884182064,0.08775574583145562,0.12405185711872015,0.01174402884182063,0.06889748050836171,0.07810320781032078,0.0958904109589041,0.09446092977250248,0.10925449871465295
0.3,0.05,0.5,0.35,0.15,0.09119164542798533,0.23385342201777834,0.17716168334680177,0.13458071734941257,0.10045378255734444,0.26275874930067755,0.09283831665319825,0.12015192831233805,0.01152664847601998,0.0408518551390846,0.0845262440354465,0.09994683678894205,0.10070175438596492,0.11039260969976905
0.3,0.05,0.5,0.45,0.05,0.10972579843700592,0.22997696164791978,0.17301350679857253,0.13393865474093147,0.0980711026787731,0.2552739756967972,0.09698649320142749,0.12019969603373235,0.029725798437005915,0.020948939559493687,0.08275010292301359,0.10076605774896877,0.09712793733681462,0.11163575042158516
0.3,0.05,0.6,0.05,0.55,0.01038961038961039,0.2437847866419295,0.19591836734693877,0.1443413729128015,0.11317254174397032,0.2923933209647495,0.07408163265306125,0.13586708528363084,0.032393320964749506,0.12690090214482114,0.07142857142857142,0.0867579908675799,0.10606060606060606,0.11825192802056556
0.3,0.05,0.6,0.15,0.45,0.051938415878315713,0.2353923205342237,0.19421257651641624,0.1381932851048043,0.11018363939899833,0.2700797625672417,0.07578742348358378,0.12358326362721687,0.01007976256724169,0.08060277774582954,0.10357142857142858,0.09535066981875492,0.10888252148997135,0.10335570469798658
0.3,0.05,0.6,0.25,0.35,0.082375055285272,0.23042901371074745,0.18841220698805838,0.13268465280849182,0.10559486952675808,0.2605042016806723,0.08158779301194163,0.12044255543503135,0.002427984131515529,0.048769597210035855,0.11140939597315436,0.09596928982725528,0.11032863849765258,0.1025
0.3,0.05,0.6,0.35,0.25,0.10594809205205499,0.23123299757370783,0.17417836923755606,0.13263730608043525,0.09763987942063083,0.258363355635615,0.09582163076244396,0.12051996459635711,0.02594809205205499,0.02546448494323406,0.08743927827897294,0.09697933227344992,0.10341916420430561,0.10864745011086474
0.3,0.05,0.6,0.45,0.15,0.12535123321885733,0.22671453845353315,0.17322302008533666,0.12972213549797065,0.09506712457071495,0.24992194817358726,0.09677697991466336,0.12297330164502468,0.045351233218857326,0.004648766781142677,0.09173931091739311,0.0991507918292403,0.10513667768098528,0.11070998796630566
0.3,0.05,0.6,0.55,0.05,0.14221245082156908,0.22228650775283498,0.17048522718506517,0.1261282110622541,0.09546401295996297,0.24342359021831367,0.09951477281493484,0.1291411814338503,0.06221245082156908,0.0,0.09655546514781665,0.09803921568627451,0.10882352941176471,0.10611620795107034
0.3,0.05,0.7,0.05,0.65,0.019585253456221197,0.2413594470046083,0.1889400921658986,0.14688940092165897,0.11290322580645161,0.2903225806451613,0.08105990783410141,0.1356613269333058,0.0303225806451613,0.11754712571650763,0.11764705882352941,0.08591885441527446,0.10670731707317073,0.12156862745098039
0.3,0.05,0.7,0.15,0.55,0.06473931307141093,0.23597726711144057,0.1816160118606375,0.13787991104521868,0.11267605633802817,0.26711144057326414,0.08838398813936252,0.12131988286316678,0.007111440573264127,0.06746672258887093,0.1183206106870229,0.09424083769633508,0.11020408163265306,0.11648745519713262
0.3,0.05,0.7,0.25,0.45,0.09986168741355464,0.22614107883817428,0.1781466113416321,0.13374827109266943,0.1053941908713693,0.25670816044260025,0.09185338865836792,0.12219408603315672,0.019861687413554638,0.030875836864479606,0.11634349030470914,0.09969418960244648,0.1125776397515528,0.10754912099276112
0.3,0.05,0.7,0.35,0.35,0.1250877808988764,0.2227879213483146,0.17231390449438203,0.13009129213483145,0.09866573033707865,0.25105337078651685,0.09768609550561799,0.12665985977628869,0.0450877808988764,0.005023891570419362,0.1031578947368421,0.1008668242710796,0.10239429444727458,0.10121457489878542
0.3,0.05,0.7,0.45,0.25,0.145336755897812,0.22057205720572057,0.16905023835716906,0.1266348857107933,0.09130913091309131,0.24709693191541376,0.10094976164283095,0.13374962858621192,0.065336755897812,0.0,0.09293523969722456,0.09642560266001662,0.09942154736080984,0.10521235521235521
0.3,0.05,0.7,0.55,0.15,0.15980801706514977,0.2186472313572127,0.16611856723846768,0.12416674073415697,0.08950315527508666,0.24175628832992624,0.10388143276153233,0.1397487206995441,0.07981948114885329,0.0,0.09621802002224694,0.0975609756097561,0.10246120920278223,0.10486757337151038
0.3,0.05,0.7,0.65,0.05,0.17299080839028988,0.21639002053802903,0.16309215177940137,0.12221810713443992,0.09046833439951517,0.23484057775832465,0.10769423900001236,0.14613015905730578,0.09306085319185216,0.0,0.0990657843518879,0.09864633577096624,0.10631709331131296,0.10275482093663912
0.3,0.05,0.8,0.05,0.75,0.043,0.242,0.175,0.151,0.116,0.273,0.09500000000000003,0.12279657975692974,0.013000000000000012,0.08998888820293316,0.13953488372093023,0.10330578512396695,0.09142857142857143,0.10596026490066225
0.3,0.05,0.8,0.15,0.65,0.09829666430092264,0.23846699787083037,0.16146202980837474,0.13591199432221435,0.11036195883605394,0.255500354861604,0.10853797019162528,0.11502688555987078,0.018296664300922638,0.03217693891674539,0.12274368231046931,0.11011904761904762,0.10329670329670329,0.1174934725848564
0.3,0.05,0.8,0.25,0.55,0.13106707871296128,0.22995818942010543,0.16287947645882567,0.12997636793310308,0.10179967278676605,0.2443192146882385,0.10712052354117435,0.1211053953454646,0.051067078712961275,0.0,0.12343966712898752,0.108300395256917,0.11049107142857142,0.11608391608391608
0.3,0.05,0.8,0.35,0.45,0.15669700910273082,0.22280017338534894,0.1623320329432163,0.12397052449068054,0.09547030775899437,0.23872995231902905,0.10766796705678372,0.134577193527056,0.07669700910273082,0.0,0.11065006915629322,0.10408560311284047,0.11415220293724966,0.1048951048951049
0.3,0.05,0.8,0.45,0.35,0.17322604242867592,0.21623994147768838,0.16722750548646673,0.12026335040234089,0.08858814923189466,0.23445501097293342,0.10362004548763412,0.14552202104604137,0.09330183828309328,0.0,0.09586148648648649,0.09776725304465494,0.0984251968503937,0.09428223844282238
0.3,0.05,0.8,0.55,0.25,0.18452877397831527,0.21090492076730608,0.1643557130942452,0.11999582985821518,0.08543577981651376,0.2347789824854045,0.10845448865171378,0.1565113152320691,0.10492371064568151,0.0,0.09717514124293786,0.0986159169550173,0.09863621947351729,0.09904430929626412
0.3,0.05,0.8,0.65,0.15,0.19409462548920836,0.21122176153756733,0.1613128221025303,0.1183012360987329,0.0848606967101949,0.2302088580617662,0.11390937681580741,0.16128322858349553,0.11443181828506462,0.0,0.09922140147734079,0.10034855989726656,0.10353110737448955,0.10055682934818212
0.3,0.05,0.8,0.75,0.05,0.20478366030636924,0.21027800173191197,0.15832064259906237,0.11717280300994357,0.08507271044223476,0.22437218191047806,0.12032395896047736,0.16788888524885495,0.12516181178690272,0.0,0.09930008748906387,0.10096563476285146,0.1069407770652584,0.10066258919469928
0.3,0.15,0.2,0.05,0.15,0.0019162332329592116,0.20886942239255407,0.19340268272652614,0.15275116342732,0.11908020804817958,0.323980290172461,0.07659731727347388,0.18250553057758215,0.0649412602928807,0.1479139433699042,0.07142857142857142,0.08322411533420708,0.09412597310686482,0.09767025089605735
0.3,0.15,0.2,0.15,0.05,0.018509212730318258,0.21273031825795644,0.1890284757118928,0.15293132328308207,0.11574539363484088,0.31105527638190955,0.08097152428810722,0.16985415234804235,0.051570238695043596,0.12711389546420482,0.05429864253393665,0.09055118110236221,0.09171466548515729,0.10076670317634173
0.3,0.15,0.3,0.05,0.25,0.003307799442896936,0.20839136490250695,0.19672701949860724,0.16034122562674094,0.11020194986072424,0.32103064066852366,0.07327298050139278,0.18112062291189834,0.06212487029553623,0.14524593636556754,0.0,0.0935672514619883,0.09823008849557523,0.10749185667752444
0.3,0.15,0.3,0.15,0.15,0.023184242921624947,0.20845301600328273,0.19347558473533033,0.15449322938038573,0.1106893721789085,0.30970455478046777,0.07652441526466969,0.17168591924626708,0.05102818442140544,0.1223692764617014,0.11946902654867257,0.09055118110236221,0.1007423117709438,0.11354581673306773
0.3,0.15,0.3,0.25,0.05,0.044976204839466453,0.21529593136269187,0.18721093907098332,0.14665862323212012,0.10845230913600107,0.29740599235873716,0.0827890609290167,0.1574776973261899,0.03770061705179914,0.09734666843306458,0.09687034277198212,0.09184308841843089,0.10060866451843896,0.11151736745886655
0.3,0.15,0.4,0.05,0.35,0.005283712382265104,0.21525384792097405,0.19710544452102,0.15230875258442453,0.11072823340225132,0.319320009189065,0.07289455547898002,0.17480151628313004,0.05950957443763144,0.14268642567224687,0.043478260869565216,0.09071504802561366,0.08974358974358974,0.11312217194570136
0.3,0.15,0.4,0.15,0.25,0.02778135048231511,0.20784565916398715,0.19858520900321544,0.14816720257234728,0.11086816720257235,0.3067524115755627,0.07141479099678458,0.1694446021755758,0.048306479785726254,0.11691658791147373,0.09259259259259259,0.09344059405940594,0.09520725388601037,0.1171875
0.3,0.15,0.4,0.25,0.15,0.05368635437881874,0.21629327902240325,0.18590631364562119,0.14126272912423626,0.10859470468431771,0.2942566191446028,0.08409368635437883,0.15436324610181384,0.03445657753788273,0.08821803016450584,0.09559939301972686,0.10056497175141244,0.09991235758106924,0.10784313725490197
0.3,0.15,0.4,0.35,0.05,0.0738811404245785,0.21436173192180585,0.1841147146137904,0.13779196773651486,0.1046882876827424,0.28516215762056796,0.08588528538620963,0.1491749297370397,0.02578612501024318,0.06622464593019387,0.08339651250947688,0.10007839038411288,0.09948281107392759,0.11097560975609756
0.3,0.15,0.5,0.05,0.45,0.007160647571606476,0.2238480697384807,0.1939601494396015,0.1519302615193026,0.1133250311332503,0.3097758405977584,0.07603985056039853,0.16197949116478436,0.049775840597758414,0.1366113378318055,0.043478260869565216,0.08623087621696801,0.10593900481540931,0.09016393442622951
0.3,0.15,0.5,0.15,0.35,0.03418384036637226,0.22129538763493622,0.19103696434412823,0.1483480536473667,0.1144913313706248,0.2906444226365718,0.07896303565587179,0.14850750406096366,0.0306444226365718,0.10408028410029013,0.06698564593301436,0.09312638580931264,0.10445205479452055,0.09371554575523705
0.3,0.15,0.5,0.25,0.25,0.06372065496153087,0.22035904517656343,0.1867232195699349,0.14519629118169264,0.11017952258828172,0.27382126652199645,0.08327678043006512,0.13699813379002437,0.013821266521996445,0.07043013784908014,0.07585139318885449,0.08863025962399283,0.10142630744849446,0.10869565217391304
0.3,0.15,0.5,0.35,0.15,0.08854513935191359,0.2196959594612615,0.18069075876783572,0.13661821576210162,0.10521402853713828,0.2692358981197493,0.0893092412321643,0.13457565914367206,0.012586248895966065,0.04570038564197941,0.08057228915662651,0.09893778452200304,0.09778597785977859,0.10492923377257199
0.3,0.15,0.5,0.45,0.05,0.10432968179447052,0.21686347038459713,0.17859344619908,0.13591312182861479,0.10285958173282117,0.26144069806041637,0.09140655380092003,0.13268451413643131,0.02457329536610377,0.02810435569236116,0.08363636363636363,0.09884102339820687,0.09585767392458842,0.10886252616887648
0.3,0.15,0.6,0.05,0.55,0.00997398091934085,0.2259323503902862,0.19037294015611447,0.14614050303555942,0.11144839549002603,0.316131830008673,0.07962705984388554,0.16558473449907274,0.056131830008673,0.13703891489882275,0.08695652173913043,0.09404990403071017,0.10478359908883828,0.13056379821958458
0.3,0.15,0.6,0.15,0.45,0.05101617586063874,0.21941103276648694,0.18996267109083367,0.14164247200331812,0.10825383658233098,0.28971381169639154,0.08003732890916634,0.14885550011264337,0.029719648179794562,0.08840605926707736,0.07723577235772358,0.1001890359168242,0.10807860262008734,0.10395314787701318
0.3,0.15,0.6,0.25,0.35,0.07968223399133366,0.21990852190659604,0.18620606644198362,0.1348098218584497,0.1029128550794415,0.2764805007221955,0.0837939335580164,0.1390725887382937,0.016480754603350495,0.05686030684582254,0.10120845921450151,0.09414340448823208,0.1092436974789916,0.10446428571428572
