s,efr,repair,duplex rate,r-u,MRCA 0,MRCA 1,MRCA 2,MRCA 3,MRCA 4,MRCA 5-300,egfr_c3h_sd_mse,braf_c3h_sd_mse,hras1_c3h_sd_mse,hras0_c3h_sd_mse,MRCA 0 all 4,MRCA 1 all 4,MRCA 2 all 4,MRCA 3 all 4
0.7,0.05,0.2,0.05,0.15,0.008221902127496844,0.6299251743170723,0.24201710665527923,0.08233374549070097,0.025392293082129792,0.012109778327320934,0.18296494392224008,0.0724102351106448,0.124798680516303,0.14316878008025727,0.4728682170542636,0.4700002023595119,0.4863583693247656,0.5102957114104351
0.7,0.05,0.2,0.15,0.05,0.05219568567026194,0.6124388691632612,0.2256649025256247,0.07539190728210625,0.02323809204796677,0.011070543310779125,0.16944117390307034,0.05997934454599153,0.11086241085398883,0.09818482465114355,0.46173592170704314,0.4757913447733643,0.4888674484191777,0.506164611796068
0.7,0.05,0.3,0.05,0.25,0.010868329136544553,0.6336771992527008,0.2392819429778247,0.08156932824303469,0.0234749411095768,0.011128259280318414,0.18718187719521584,0.07641253498332767,0.12901562927745966,0.14301839778373052,0.4499252615844544,0.4747218376660001,0.4932446194582117,0.507468631746664
0.7,0.05,0.3,0.15,0.15,0.061034109698095494,0.6099430484394456,0.2221417052807773,0.07445549000796096,0.02238257568025475,0.01004307089346588,0.16813825899211055,0.059180883247231496,0.10954687280241042,0.09026638197054891,0.46387959866220735,0.4783052492428172,0.49570411210659315,0.5073337902673064
0.7,0.05,0.3,0.25,0.05,0.12009790248800625,0.577554948120049,0.20519078433560192,0.06765312953252259,0.020208077652571682,0.009295157871248466,0.14456552048299548,0.054877730804101084,0.09526170235957666,0.036728940480038344,0.473320559716658,0.48266244898944777,0.49704343097940595,0.5009276437847866
0.7,0.05,0.4,0.05,0.35,0.014046081377752201,0.6375514205938146,0.2366306456082017,0.07867084425687917,0.022593089924760747,0.010507918238591556,0.1914914891860127,0.08016120922528357,0.13291756679265115,0.1425809137528414,0.44916540212443096,0.48248194704466435,0.4933345343181409,0.5006773232186399
0.7,0.05,0.4,0.15,0.25,0.07490745537011535,0.6038331796187035,0.21872117850690453,0.07169839926216978,0.021326325630756402,0.009513461611350457,0.16344376078783387,0.05596918748968577,0.10522616429704486,0.07672004387514358,0.46871310507674147,0.4830104197179562,0.4922597042513863,0.5076651982378855
0.7,0.05,0.4,0.25,0.15,0.14224389430691006,0.5662165541385347,0.1991414520296741,0.06457447695257147,0.018921397015920646,0.008902225556389098,0.137740108039639,0.0697334859327278,0.1015318000980168,0.031713043384434605,0.4754175212423088,0.48987913851227016,0.4985140848018082,0.49967729443655606
0.7,0.05,0.4,0.35,0.05,0.1983383721479522,0.532069299447305,0.18458004629410932,0.05939109074590203,0.01738391043507015,0.008237280929661297,0.1263937701122064,0.11841533257648329,0.13654723903154128,0.0317627190703387,0.4747089821072375,0.48967338830501517,0.4964650180747945,0.504772320540863
0.7,0.05,0.5,0.05,0.45,0.018812854005317306,0.6417466188879898,0.23182291064616808,0.07591607906600394,0.021789388509998845,0.00991214888452202,0.19653950689096603,0.08417980458372988,0.13708057072562663,0.1412457784105716,0.445468509984639,0.4802990048183005,0.49663425579655945,0.49942900647126
0.7,0.05,0.5,0.15,0.35,0.09448326708552378,0.5958616489293499,0.21193422233619694,0.0671560456468778,0.02117258622900372,0.009392229773047827,0.15834119918018175,0.051888217171284,0.10016720656601484,0.059028228663208906,0.46106870229007635,0.4848158807865078,0.49852529683127883,0.4988066825775656
0.7,0.05,0.5,0.25,0.25,0.16908830760549756,0.551328039982266,0.191568256015477,0.061031397364072384,0.01881222038611906,0.008171778646568054,0.13029957303724374,0.09194282194092095,0.11532896582959623,0.03182822135343195,0.4741672129193731,0.4880473718839096,0.49805386071954555,0.502559022618458
0.7,0.05,0.5,0.35,0.15,0.23293183798210557,0.5119480591318297,0.17515522796730879,0.05605492788295327,0.016539211483412388,0.007370735552390303,0.13661709048659246,0.15171532668392385,0.16747186833425182,0.0326292644476097,0.47966635003562097,0.4925649302413528,0.4956181904310753,0.5067225854200074
0.7,0.05,0.5,0.45,0.05,0.2826044183899464,0.4805743200633649,0.16253399052553513,0.051665598813421656,0.015629335526216218,0.006992336681515713,0.16746620023102157,0.20073473055450755,0.21407269463305992,0.03300766331848429,0.48042558509024047,0.4931029414852296,0.4982152279852252,0.5060052729225661
0.7,0.05,0.6,0.05,0.55,0.027578437917222965,0.6446929238985314,0.2273030707610147,0.07071929238985314,0.021528704939919895,0.008177570093457943,0.20051079978301467,0.08757475244039216,0.14040630347453473,0.13665919209155072,0.5007564296520424,0.4853093450685995,0.5110132158590308,0.5238938053097345
0.7,0.05,0.6,0.15,0.45,0.12288409086177102,0.5854587853172042,0.2016698244810427,0.0635865831060401,0.018551291927793624,0.00784942430614837,0.15332561237325282,0.059641056199387255,0.10276952744028549,0.04162265525092198,0.47644866147068793,0.48625484547814646,0.5098079702663638,0.5166994106090373
0.7,0.05,0.6,0.25,0.35,0.20774358846794855,0.5323996915499615,0.17944827243103406,0.05672744459093058,0.01706425213303152,0.006616750827093854,0.13347490818476732,0.12799627502007593,0.14548342339371606,0.033383249172906145,0.4788960067053823,0.4884362005326356,0.5052675353479346,0.5112913834685376
0.7,0.05,0.6,0.35,0.25,0.272568842195682,0.4908403125361349,0.16456051670878966,0.049795992533491915,0.015370764986702347,0.006863571039199167,0.16122175517932172,0.19090809352048455,0.20469012996285446,0.03313642896080084,0.4771976606769492,0.490391734535909,0.49989961855049186,0.5068833969149112
0.7,0.05,0.6,0.45,0.15,0.3232755081694172,0.458806901486095,0.15165323668437783,0.045949306215325426,0.014157195303611434,0.006157852141173159,0.20325072566555147,0.24182208636089278,0.2533770325497328,0.03384214785882684,0.48192224661212196,0.4912888423043984,0.4982791291233226,0.5068283343969369
0.7,0.05,0.6,0.55,0.05,0.36527704946687645,0.43141933228456564,0.14118598147177067,0.04343209229155742,0.012978500262191925,0.005707044223037931,0.2435608057705486,0.28434537054012987,0.2942530863878663,0.03429295577696207,0.48149300155520997,0.4924336041164435,0.5000773778204216,0.5064895864775129
0.7,0.05,0.7,0.05,0.65,0.04353493222106361,0.6427919708029197,0.2176094890510949,0.0659541188738269,0.02118091762252346,0.008928571428571428,0.20089179860213807,0.08567199729083787,0.13853909219646607,0.12367761337007177,0.5029940119760479,0.4872756767717733,0.5271039233303384,0.5217391304347826
0.7,0.05,0.7,0.15,0.55,0.16786076949114295,0.5616044228816428,0.18777501974500732,0.057683628568204894,0.01681146338711497,0.00826469592688706,0.1405372182904659,0.09136078917790888,0.11828877462037675,0.03177583511720939,0.4745420937657537,0.4903566047212456,0.5161484152020429,0.5163814180929095
0.7,0.05,0.7,0.25,0.45,0.26082988465956475,0.5000708092712939,0.1649383959339743,0.05164356186370002,0.01554656889742097,0.006970779374046041,0.1556985460211772,0.17961185264766918,0.19361728477328496,0.03302922062595396,0.4799107142857143,0.49546884833228444,0.5124022133180691,0.5082266910420475
0.7,0.05,0.7,0.35,0.35,0.3293481609572364,0.4537431799886706,0.15018435149021594,0.04631147948282202,0.014092205559365155,0.006320622521689872,0.20882843092262618,0.24789499762911052,0.2591854774350291,0.03367937747831013,0.48415811707905854,0.4940972906673676,0.5119110640550556,0.5064377682403434
0.7,0.05,0.7,0.45,0.25,0.3789536790749597,0.42333824887333066,0.13784644220565334,0.04118028087487424,0.012934301740652434,0.005747047230529638,0.2568919658848878,0.2981695794219224,0.3075943600359409,0.034252952769470366,0.485770916298438,0.4941888856333626,0.5012997400519896,0.5088688085676037
0.7,0.05,0.7,0.55,0.15,0.41786999979888584,0.3973814934738451,0.12876837680751363,0.03851336403676367,0.012167407437202099,0.005299358445789675,0.29504818230087676,0.3376697336318918,0.3459687067165322,0.03470064155421033,0.4873723093212691,0.4960524318032289,0.5013861231502089,0.5071801566579635
0.7,0.05,0.7,0.65,0.05,0.449979335047759,0.376324087680627,0.12085170217976977,0.03665350232672055,0.011105498408033309,0.005085874357090374,0.32703813715523034,0.3704305328362893,0.3779361429567025,0.034914125642909626,0.48731555895735,0.49668490308934493,0.5025015832805573,0.5086656922113176
0.7,0.05,0.8,0.05,0.75,0.07637037895468768,0.6186116583613397,0.20987368177077298,0.06559276857109746,0.019469231660679105,0.010082280681423108,0.18011602100317733,0.06616668416083096,0.11772332414996398,0.08489129919229267,0.5128983308042488,0.4872611464968153,0.5052457205963556,0.5
0.7,0.05,0.8,0.15,0.65,0.24168090472703604,0.5130990155398258,0.16918883736067042,0.0534944268163697,0.014726222439183142,0.007810593116914816,0.1459743684680252,0.16080706214141524,0.17582424201112729,0.032189406883085185,0.47853896650395555,0.49409339570284627,0.4993988939648954,0.5216730038022813
0.7,0.05,0.8,0.25,0.55,0.3371237732292499,0.4504271928207019,0.14713053455446964,0.04609994468006638,0.012948962239023091,0.006269592476489028,0.21687104766836693,0.25603136047907377,0.266886871236059,0.033730407523510975,0.4810380454600705,0.4946324599708879,0.497423757136889,0.5271111111111111
