s,efr,repair,duplex rate,r-u,MRCA 0,MRCA 1,MRCA 2,MRCA 3,MRCA 4,MRCA 5-300,egfr_c3h_sd_mse,braf_c3h_sd_mse,hras1_c3h_sd_mse,hras0_c3h_sd_mse,MRCA 0 all 4,MRCA 1 all 4,MRCA 2 all 4,MRCA 3 all 4
0.4,0.05,0.2,0.05,0.15,0.004147456905330593,0.3347219907793146,0.23862689551741376,0.15464089318446925,0.09989075894758281,0.16797200466588902,0.03137310448258626,0.0157673083915423,0.0,0.12585254309466942,0.15625,0.15637791791127337,0.17302917442582247,0.17995689655172414
0.4,0.05,0.2,0.15,0.05,0.02799108548727017,0.33408832150383955,0.23235871224049806,0.14908795814054893,0.09649717787844286,0.15997674474940046,0.03764128775950196,0.009087958140548913,0.0,0.10200891451272984,0.17265253137170056,0.164231591922561,0.1724353628023353,0.17938094077504266
0.4,0.05,0.3,0.05,0.25,0.0055771267207906814,0.33796917284386396,0.23732203788681022,0.15568890457700907,0.09998823390987174,0.1634545240616543,0.032677962113189796,0.016300415174787405,0.0,0.12442287327920933,0.16033755274261605,0.16000557025483916,0.1713435795736242,0.1842503022974607
0.4,0.05,0.3,0.15,0.15,0.03212086305436179,0.3362574394872476,0.23056133977227417,0.14961676487528244,0.09519590034409936,0.1562476924667346,0.03943866022772585,0.00961676487528243,0.0,0.09787913694563821,0.16091954022988506,0.1621063726997233,0.17621060722521137,0.18507551080840984
0.4,0.05,0.3,0.25,0.05,0.06478161012168587,0.32762511080667256,0.22233862519139333,0.1447437343863325,0.09157667821742284,0.14893424127649288,0.04766137480860669,0.004743734386332493,0.0,0.06521838987831413,0.1651376146788991,0.16572377321362686,0.17678506705328018,0.182824135291252
0.4,0.05,0.4,0.05,0.35,0.007464998141494239,0.34227481105191426,0.2368046090942882,0.15530913145830752,0.09843885516045099,0.1597075950935448,0.03319539090571183,0.015517594543948111,0.0,0.12253500185850577,0.16182572614107885,0.1623529411764706,0.18051013734466972,0.1888711607499003
0.4,0.05,0.4,0.15,0.25,0.039923815105120504,0.3333455424511025,0.23042267965716798,0.14929309208116623,0.09526774595267747,0.15174712475276536,0.03957732034283204,0.009293092081166215,0.0,0.09007618489487951,0.15458715596330275,0.1623997362927151,0.17938324590685106,0.18572129538763493
0.4,0.05,0.4,0.25,0.15,0.07674916274739757,0.3248781903253497,0.21965639395001874,0.14183119536700076,0.08986712770973632,0.14701792990049692,0.05034360604998128,0.001831195367000743,0.0,0.053250837252602434,0.16351606805293006,0.16787614900822448,0.1770695728753853,0.1828488619896002
0.4,0.05,0.5,0.05,0.45,0.009794893260778568,0.3431561322729175,0.23717036416910842,0.15508580996232732,0.09715362076182503,0.1576391795730431,0.0328296358308916,0.015087204213966478,0.0,0.12020510673922144,0.1581196581196581,0.1683337399365699,0.17860924814684082,0.1854251012145749
0.4,0.05,0.5,0.15,0.35,0.049929170246859104,0.332110262186201,0.22609786117368386,0.14783678967046748,0.09328626831703862,0.15073964840575,0.04390213882631616,0.00783678967046747,0.0,0.08007082975314089,0.15395348837209302,0.16593245227606462,0.17851273623664748,0.18614514608859567
